requirement_id,standard,paragraph_id,page,report_section,official_section_heading,nearest_pdf_heading,mapping_method,appendix,clause_index,clause_marker,clause_level,clause_path,is_leaf_requirement,requirement_label,requirement_text,clean_requirement_text,parent_context,source_paragraph_text,obligation_type,mandatory,generation_bucket,evidence_tags,banking_relevance,paragraph_quality_score,paragraph_quality_issues,requirement_quality_score,requirement_quality_issues,rule_report_section,rule_obligation_type,rule_mandatory,rule_generation_bucket,rule_evidence_tags,rule_banking_relevance,final_report_section,final_obligation_type,final_mandatory,final_generation_bucket,final_evidence_tags,final_banking_relevance,hybrid_reviewed,hybrid_split_ok,hybrid_needs_review,hybrid_reason,hybrid_section_confidence,hybrid_classification_confidence
IFRS_S2_B26_C01,IFRS S2,B26,32,Metrics and Targets,"Measurement approach, inputs and assumptions","Measurement approach, inputs and assumptions",auto_appendix_reference_or_heading,B,1,(iii),2,(iii),True,"Paragraph 29(a) — (iii) requires an entity to disclose the measurement approach, inputs and assumptions it…","Paragraph 29(a) — (iii) requires an entity to disclose the measurement approach, inputs and assumptions it uses to measure its greenhouse gas emissions. As part of this requirement, the entity shall include information about:","Paragraph 29(a) — (iii) requires an entity to disclose the measurement approach, inputs and assumptions it uses to measure its greenhouse gas emissions. As part of this requirement, the entity shall include information about:",Paragraph 29(a),"Paragraph 29(a)(iii) requires an entity to disclose the measurement approach, inputs and assumptions it uses to measure its greenhouse gas emissions. As part of this requirement, the entity shall include information about: (a) the measurement approach the entity uses in accordance with the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004) (see paragraph B27); (b) the applicable method if the entity is not using the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004) and the measurement approach the entity uses (see paragraph B28); and (c) the emission factors the entity uses (see paragraph B29). The measurement approach set out in the Greenhouse Gas Protocol",mandatory,True,must_disclose_leaf,"[""ghg_emissions""]",medium,0.8,"[""missing_roman_ii""]",1.0,[],Metrics and Targets,mandatory,True,must_disclose_leaf,"[""ghg_emissions""]",medium,Metrics and Targets,mandatory,True,must_disclose_leaf,"[""ghg_emissions""]",medium,True,True,True,Clause marker (iii) appears to reference paragraph 29(a)(iii) rather than a true sub-item; requirement text ends with a colon suggesting it is a lead-in container for (a)-(c).,0.86,0.78
IFRS_S2_B34_C01,IFRS S2,B34,34,Metrics and Targets,Scope 3 greenhouse gas emissions,Scope 3 greenhouse gas emissions,auto_appendix_reference_or_heading,B,1,(a),1,(a),True,"In accordance with paragraph B11 in IFRS S1, on the occurrence of a significant event or…","In accordance with paragraph B11 in IFRS S1, on the occurrence of a significant event or a significant change in circumstances, an entity shall reassess the scope of all affected climate-related risks and opportunities throughout its value chain, including reassessing which Scope 3 categories and entities throughout its value chain to include in the measurement of its Scope 3 greenhouse gas emissions. A significant event or significant change in circumstances can occur without the entity being involved in that event or change in circumstances or as a result of a change in what the entity assesses to be important to users of general purpose financial reports. For example, such significant events or significant changes in circumstances might include — (a) a significant change in the entity’s value chain (for example, a supplier in the entity’s value chain makes a change that significantly alters the supplier’s greenhouse gas emissions)","In accordance with paragraph B11 in IFRS S1, on the occurrence of a significant event or a significant change in circumstances, an entity shall reassess the scope of all affected climate-related risks and opportunities throughout its value chain, including reassessing which Scope 3 categories and entities throughout its value chain to include in the measurement of its Scope 3 greenhouse gas emissions. A significant event or significant change in circumstances can occur without the entity being involved in that event or change in circumstances or as a result of a change in what the entity assesses to be important to users of general purpose financial reports. For example, such significant events or significant changes in circumstances might include — (a) a significant change in the entity’s value chain (for example, a supplier in the entity’s value chain makes a change that significantly alters the supplier’s greenhouse gas emissions)","In accordance with paragraph B11 in IFRS S1, on the occurrence of a significant event or a significant change in circumstances, an entity shall reassess the scope of all affected climate-related risks and opportunities throughout its value chain, including reassessing which Scope 3 categories and entities throughout its value chain to include in the measurement of its Scope 3 greenhouse gas emissions. A significant event or significant change in circumstances can occur without the entity being involved in that event or change in circumstances or as a result of a change in what the entity assesses to be important to users of general purpose financial reports. For example, such significant events or significant changes in circumstances might include","In accordance with paragraph B11 in IFRS S1, on the occurrence of a significant event or a significant change in circumstances, an entity shall reassess the scope of all affected climate-related risks and opportunities throughout its value chain, including reassessing which Scope 3 categories and entities throughout its value chain to include in the measurement of its Scope 3 greenhouse gas emissions. A significant event or significant change in circumstances can occur without the entity being involved in that event or change in circumstances or as a result of a change in what the entity assesses to be important to users of general purpose financial reports. For example, such significant events or significant changes in circumstances might include: (a) a significant change in the entity’s value chain (for example, a supplier in the entity’s value chain makes a change that significantly alters the supplier’s greenhouse gas emissions); (b) a significant change in the entity’s business model, activities or corporate structure (for example, a merger or acquisition that expands the entity’s value chain); and (c) a significant change in the entity’s exposure to climate-related risks and opportunities (for example, a supplier in the entity’s value chain is affected by the introduction of an emissions regulation that the entity had not anticipated).",mandatory,True,must_disclose_leaf,"[""business_model_value_chain"", ""ghg_emissions"", ""scope_3""]",medium,1.0,[],1.0,[],Metrics and Targets,mandatory,True,must_disclose_leaf,"[""business_model_value_chain"", ""ghg_emissions"", ""scope_3""]",medium,Metrics and Targets,mandatory,True,must_disclose_leaf,"[""business_model_value_chain"", ""ghg_emissions"", ""scope_3""]",medium,True,True,True,"Clause (a) is an example of significant events/changes, not a standalone disclosure. Keep Metrics and Targets, but bucket as supporting guidance; consider splitting examples from the mandatory reassessment requirement.",0.78,0.74
IFRS_S2_B34_C02,IFRS S2,B34,34,Metrics and Targets,Scope 3 greenhouse gas emissions,Scope 3 greenhouse gas emissions,auto_appendix_reference_or_heading,B,2,(b),1,(b),True,"In accordance with paragraph B11 in IFRS S1, on the occurrence of a significant event or…","In accordance with paragraph B11 in IFRS S1, on the occurrence of a significant event or a significant change in circumstances, an entity shall reassess the scope of all affected climate-related risks and opportunities throughout its value chain, including reassessing which Scope 3 categories and entities throughout its value chain to include in the measurement of its Scope 3 greenhouse gas emissions. A significant event or significant change in circumstances can occur without the entity being involved in that event or change in circumstances or as a result of a change in what the entity assesses to be important to users of general purpose financial reports. For example, such significant events or significant changes in circumstances might include — (b) a significant change in the entity’s business model, activities or corporate structure (for example, a merger or acquisition that expands the entity’s value chain)","In accordance with paragraph B11 in IFRS S1, on the occurrence of a significant event or a significant change in circumstances, an entity shall reassess the scope of all affected climate-related risks and opportunities throughout its value chain, including reassessing which Scope 3 categories and entities throughout its value chain to include in the measurement of its Scope 3 greenhouse gas emissions. A significant event or significant change in circumstances can occur without the entity being involved in that event or change in circumstances or as a result of a change in what the entity assesses to be important to users of general purpose financial reports. For example, such significant events or significant changes in circumstances might include — (b) a significant change in the entity’s business model, activities or corporate structure (for example, a merger or acquisition that expands the entity’s value chain)","In accordance with paragraph B11 in IFRS S1, on the occurrence of a significant event or a significant change in circumstances, an entity shall reassess the scope of all affected climate-related risks and opportunities throughout its value chain, including reassessing which Scope 3 categories and entities throughout its value chain to include in the measurement of its Scope 3 greenhouse gas emissions. A significant event or significant change in circumstances can occur without the entity being involved in that event or change in circumstances or as a result of a change in what the entity assesses to be important to users of general purpose financial reports. For example, such significant events or significant changes in circumstances might include","In accordance with paragraph B11 in IFRS S1, on the occurrence of a significant event or a significant change in circumstances, an entity shall reassess the scope of all affected climate-related risks and opportunities throughout its value chain, including reassessing which Scope 3 categories and entities throughout its value chain to include in the measurement of its Scope 3 greenhouse gas emissions. A significant event or significant change in circumstances can occur without the entity being involved in that event or change in circumstances or as a result of a change in what the entity assesses to be important to users of general purpose financial reports. For example, such significant events or significant changes in circumstances might include: (a) a significant change in the entity’s value chain (for example, a supplier in the entity’s value chain makes a change that significantly alters the supplier’s greenhouse gas emissions); (b) a significant change in the entity’s business model, activities or corporate structure (for example, a merger or acquisition that expands the entity’s value chain); and (c) a significant change in the entity’s exposure to climate-related risks and opportunities (for example, a supplier in the entity’s value chain is affected by the introduction of an emissions regulation that the entity had not anticipated).",mandatory,True,must_disclose_leaf,"[""business_model_value_chain"", ""ghg_emissions"", ""scope_3""]",medium,1.0,[],1.0,[],Metrics and Targets,mandatory,True,must_disclose_leaf,"[""business_model_value_chain"", ""ghg_emissions"", ""scope_3""]",medium,Metrics and Targets,mandatory,True,must_disclose_leaf,"[""business_model_value_chain"", ""ghg_emissions"", ""scope_3""]",medium,True,True,True,"Clause (b) is an example of significant events/changes, supporting the mandatory reassessment requirement; it is not itself a standalone disclosure obligation.",0.78,0.74
IFRS_S2_B40_C01,IFRS S2,B40,35,Metrics and Targets,Scope 3 measurement framework,Scope 3 measurement framework,auto_appendix_reference_or_heading,B,1,(a),1,(a),True,An entity’s measurement of Scope 3 greenhouse gas emissions relies upon a range of inputs. This…,"An entity’s measurement of Scope 3 greenhouse gas emissions relies upon a range of inputs. This Standard does not specify the inputs the entity is required to use to measure its Scope 3 greenhouse gas emissions, but does require the entity to prioritise inputs and assumptions using these identifying characteristics (which are listed in no particular order) — (a) data based on direct measurement (paragraphs B43–B45)","An entity’s measurement of Scope 3 greenhouse gas emissions relies upon a range of inputs. This Standard does not specify the inputs the entity is required to use to measure its Scope 3 greenhouse gas emissions, but does require the entity to prioritise inputs and assumptions using these identifying characteristics (which are listed in no particular order) — (a) data based on direct measurement (paragraphs B43–B45)","An entity’s measurement of Scope 3 greenhouse gas emissions relies upon a range of inputs. This Standard does not specify the inputs the entity is required to use to measure its Scope 3 greenhouse gas emissions, but does require the entity to prioritise inputs and assumptions using these identifying characteristics (which are listed in no particular order)","An entity’s measurement of Scope 3 greenhouse gas emissions relies upon a range of inputs. This Standard does not specify the inputs the entity is required to use to measure its Scope 3 greenhouse gas emissions, but does require the entity to prioritise inputs and assumptions using these identifying characteristics (which are listed in no particular order): (a) data based on direct measurement (paragraphs B43–B45); (b) data from specific activities within the entity’s value chain (paragraphs B46–B49); (c) timely data that faithfully represents the jurisdiction of, and the technology used for, the value chain activity and its greenhouse gas (d) data that has been verified (paragraphs B53–B54).",mandatory,True,must_disclose_leaf,"[""ghg_emissions"", ""scope_3""]",medium,1.0,[],1.0,[],Metrics and Targets,mandatory,True,must_disclose_leaf,"[""ghg_emissions"", ""scope_3""]",medium,Metrics and Targets,mandatory,True,must_disclose_leaf,"[""ghg_emissions"", ""scope_3""]",medium,True,True,True,"Appendix B guidance on prioritising Scope 3 measurement inputs; mandatory language applies to measurement approach, not clearly a disclosure requirement—confirm inclusion as reportable requirement.",0.86,0.74
IFRS_S2_B40_C02,IFRS S2,B40,35,Metrics and Targets,Scope 3 measurement framework,Scope 3 measurement framework,auto_appendix_reference_or_heading,B,2,(b),1,(b),True,An entity’s measurement of Scope 3 greenhouse gas emissions relies upon a range of inputs. This…,"An entity’s measurement of Scope 3 greenhouse gas emissions relies upon a range of inputs. This Standard does not specify the inputs the entity is required to use to measure its Scope 3 greenhouse gas emissions, but does require the entity to prioritise inputs and assumptions using these identifying characteristics (which are listed in no particular order) — (b) data from specific activities within the entity’s value chain (paragraphs B46–B49)","An entity’s measurement of Scope 3 greenhouse gas emissions relies upon a range of inputs. This Standard does not specify the inputs the entity is required to use to measure its Scope 3 greenhouse gas emissions, but does require the entity to prioritise inputs and assumptions using these identifying characteristics (which are listed in no particular order) — (b) data from specific activities within the entity’s value chain (paragraphs B46–B49)","An entity’s measurement of Scope 3 greenhouse gas emissions relies upon a range of inputs. This Standard does not specify the inputs the entity is required to use to measure its Scope 3 greenhouse gas emissions, but does require the entity to prioritise inputs and assumptions using these identifying characteristics (which are listed in no particular order)","An entity’s measurement of Scope 3 greenhouse gas emissions relies upon a range of inputs. This Standard does not specify the inputs the entity is required to use to measure its Scope 3 greenhouse gas emissions, but does require the entity to prioritise inputs and assumptions using these identifying characteristics (which are listed in no particular order): (a) data based on direct measurement (paragraphs B43–B45); (b) data from specific activities within the entity’s value chain (paragraphs B46–B49); (c) timely data that faithfully represents the jurisdiction of, and the technology used for, the value chain activity and its greenhouse gas (d) data that has been verified (paragraphs B53–B54).",mandatory,True,must_disclose_leaf,"[""business_model_value_chain"", ""ghg_emissions"", ""scope_3""]",medium,1.0,[],1.0,[],Metrics and Targets,mandatory,True,must_disclose_leaf,"[""business_model_value_chain"", ""ghg_emissions"", ""scope_3""]",medium,Metrics and Targets,mandatory,True,must_disclose_leaf,"[""business_model_value_chain"", ""ghg_emissions"", ""scope_3""]",medium,True,True,True,"Clause (b) is part of a mandatory prioritisation framework for Scope 3 measurement inputs; however it is not a disclosure requirement, so bucket/obligation may be mis-set.",0.86,0.74
IFRS_S2_B40_C03,IFRS S2,B40,35,Metrics and Targets,Scope 3 measurement framework,Scope 3 measurement framework,auto_appendix_reference_or_heading,B,3,(c),1,(c),True,An entity’s measurement of Scope 3 greenhouse gas emissions relies upon a range of inputs. This…,"An entity’s measurement of Scope 3 greenhouse gas emissions relies upon a range of inputs. This Standard does not specify the inputs the entity is required to use to measure its Scope 3 greenhouse gas emissions, but does require the entity to prioritise inputs and assumptions using these identifying characteristics (which are listed in no particular order) — (c) timely data that faithfully represents the jurisdiction of, and the technology used for, the value chain activity and its greenhouse gas","An entity’s measurement of Scope 3 greenhouse gas emissions relies upon a range of inputs. This Standard does not specify the inputs the entity is required to use to measure its Scope 3 greenhouse gas emissions, but does require the entity to prioritise inputs and assumptions using these identifying characteristics (which are listed in no particular order) — (c) timely data that faithfully represents the jurisdiction of, and the technology used for, the value chain activity and its greenhouse gas","An entity’s measurement of Scope 3 greenhouse gas emissions relies upon a range of inputs. This Standard does not specify the inputs the entity is required to use to measure its Scope 3 greenhouse gas emissions, but does require the entity to prioritise inputs and assumptions using these identifying characteristics (which are listed in no particular order)","An entity’s measurement of Scope 3 greenhouse gas emissions relies upon a range of inputs. This Standard does not specify the inputs the entity is required to use to measure its Scope 3 greenhouse gas emissions, but does require the entity to prioritise inputs and assumptions using these identifying characteristics (which are listed in no particular order): (a) data based on direct measurement (paragraphs B43–B45); (b) data from specific activities within the entity’s value chain (paragraphs B46–B49); (c) timely data that faithfully represents the jurisdiction of, and the technology used for, the value chain activity and its greenhouse gas (d) data that has been verified (paragraphs B53–B54).",mandatory,True,must_disclose_leaf,"[""business_model_value_chain"", ""ghg_emissions"", ""scope_3""]",medium,1.0,[],1.0,[],Metrics and Targets,mandatory,True,must_disclose_leaf,"[""business_model_value_chain"", ""ghg_emissions"", ""scope_3""]",medium,Metrics and Targets,mandatory,True,must_disclose_leaf,"[""business_model_value_chain"", ""ghg_emissions"", ""scope_3""]",medium,True,True,True,"Appendix B mandatory requirement on prioritising Scope 3 inputs fits Metrics and Targets, but clause (c) text appears truncated (ends mid-sentence), so validation needed.",0.86,0.78
IFRS_S2_B49_C01,IFRS S2,B49,36,Metrics and Targets,emissions (paragraphs B50–B52); and,emissions (paragraphs B50–B52); and,auto_appendix_reference_or_heading,B,1,,0,,True,Secondary data for Scope 3 greenhouse gas emissions is data that is not obtained directly from…,"Secondary data for Scope 3 greenhouse gas emissions is data that is not obtained directly from specific activities within an entity’s value chain. Secondary data is often supplied by third-party data providers and includes industry-average data (for example, from published databases, government statistics, literature studies and industry associations). Secondary data includes data used to approximate the activity or emission factors. Additionally, secondary data includes primary data from a specific activity (proxy data) used to estimate greenhouse gas emissions for another activity. If an entity uses secondary data to measure its Scope 3 greenhouse gas emissions, it shall consider the extent to which the data faithfully represents the entity’s activities. Timely data that faithfully represents the jurisdiction of, and the technology used for, the value chain activity and its greenhouse gas emissions","Secondary data for Scope 3 greenhouse gas emissions is data that is not obtained directly from specific activities within an entity’s value chain. Secondary data is often supplied by third-party data providers and includes industry-average data (for example, from published databases, government statistics, literature studies and industry associations). Secondary data includes data used to approximate the activity or emission factors. Additionally, secondary data includes primary data from a specific activity (proxy data) used to estimate greenhouse gas emissions for another activity. If an entity uses secondary data to measure its Scope 3 greenhouse gas emissions, it shall consider the extent to which the data faithfully represents the entity’s activities. Timely data that faithfully represents the jurisdiction of, and the technology used for, the value chain activity and its greenhouse gas emissions",,"Secondary data for Scope 3 greenhouse gas emissions is data that is not obtained directly from specific activities within an entity’s value chain. Secondary data is often supplied by third-party data providers and includes industry-average data (for example, from published databases, government statistics, literature studies and industry associations). Secondary data includes data used to approximate the activity or emission factors. Additionally, secondary data includes primary data from a specific activity (proxy data) used to estimate greenhouse gas emissions for another activity. If an entity uses secondary data to measure its Scope 3 greenhouse gas emissions, it shall consider the extent to which the data faithfully represents the entity’s activities. Timely data that faithfully represents the jurisdiction of, and the technology used for, the value chain activity and its greenhouse gas emissions",mandatory,True,must_disclose_leaf,"[""business_model_value_chain"", ""ghg_emissions"", ""scope_3""]",medium,0.8,"[""heading_leakage""]",1.0,[],Metrics and Targets,mandatory,True,must_disclose_leaf,"[""business_model_value_chain"", ""ghg_emissions"", ""scope_3""]",medium,Metrics and Targets,mandatory,True,must_disclose_leaf,"[""business_model_value_chain"", ""ghg_emissions"", ""scope_3""]",medium,True,True,True,Contains a mandatory ‘shall consider’ requirement but is largely definitional/guidance about secondary data; may not be a pure disclosure requirement and could be supporting guidance.,0.86,0.78
IFRS_S2_B59_C01,IFRS S2,B59,38,Metrics and Targets,Financed emissions,Financed emissions,auto_appendix_reference_or_heading,B,1,(3),3,(3),True,Paragraph 29(a)(i) — (3) requires an entity to disclose its absolute gross Scope 3 greenhouse gas…,"Paragraph 29(a)(i) — (3) requires an entity to disclose its absolute gross Scope 3 greenhouse gas emissions generated during the reporting period, including upstream and downstream emissions. An entity that participates in one or more of the following financial activities is required to disclose additional and specific information about its financed emissions (which are part of Category 15 greenhouse gas emissions):","Paragraph 29(a)(i) — (3) requires an entity to disclose its absolute gross Scope 3 greenhouse gas emissions generated during the reporting period, including upstream and downstream emissions. An entity that participates in one or more of the following financial activities is required to disclose additional and specific information about its financed emissions (which are part of Category 15 greenhouse gas emissions):",Paragraph 29(a)(i),"Paragraph 29(a)(i)(3) requires an entity to disclose its absolute gross Scope 3 greenhouse gas emissions generated during the reporting period, including upstream and downstream emissions. An entity that participates in one or more of the following financial activities is required to disclose additional and specific information about its financed emissions (which are part of Category 15 greenhouse gas emissions): (a) asset management (see paragraph B61); (b) commercial banking (see paragraphs B62–B62A); and (c) insurance (see paragraphs B63–B63A).",mandatory,True,must_disclose_leaf,"[""ghg_emissions"", ""scope_3"", ""financed_emissions""]",high,1.0,[],1.0,[],Metrics and Targets,mandatory,True,must_disclose_leaf,"[""ghg_emissions"", ""scope_3"", ""financed_emissions""]",high,Metrics and Targets,mandatory,True,must_disclose_leaf,"[""financed_emissions"", ""ghg_emissions"", ""scope_3""]",high,True,True,True,Leaf is mandatory but text is partly a cross-reference/container introducing additional financed-emissions disclosures; may be better treated as container_context rather than a standalone disclosure item.,0.86,0.78
IFRS_S2_B59_C02,IFRS S2,B59,38,Metrics and Targets,Financed emissions,Financed emissions,auto_appendix_reference_or_heading,B,2,(a),1,(a),True,Paragraph 29(a)(i) — (a) asset management (see paragraph B61),Paragraph 29(a)(i) — (a) asset management (see paragraph B61),Paragraph 29(a)(i) — (a) asset management (see paragraph B61),Paragraph 29(a)(i),"Paragraph 29(a)(i)(3) requires an entity to disclose its absolute gross Scope 3 greenhouse gas emissions generated during the reporting period, including upstream and downstream emissions. An entity that participates in one or more of the following financial activities is required to disclose additional and specific information about its financed emissions (which are part of Category 15 greenhouse gas emissions): (a) asset management (see paragraph B61); (b) commercial banking (see paragraphs B62–B62A); and (c) insurance (see paragraphs B63–B63A).",guidance,False,supporting_guidance_leaf,"[""financed_emissions"", ""asset_management""]",high,1.0,[],1.0,[],Metrics and Targets,guidance,False,supporting_guidance_leaf,"[""financed_emissions"", ""asset_management""]",high,Metrics and Targets,guidance,False,supporting_guidance_leaf,"[""financed_emissions"", ""asset_management""]",high,True,True,True,"Row text is a cross-reference/list item, not the actual disclosure requirement; obligation is stated in source paragraph but details are in B61.",0.86,0.74
IFRS_S2_B59_C03,IFRS S2,B59,38,Metrics and Targets,Financed emissions,Financed emissions,auto_appendix_reference_or_heading,B,3,(b),1,(b),True,Paragraph 29(a)(i) — (b) commercial banking (see paragraphs B62–B62A),Paragraph 29(a)(i) — (b) commercial banking (see paragraphs B62–B62A),Paragraph 29(a)(i) — (b) commercial banking (see paragraphs B62–B62A),Paragraph 29(a)(i),"Paragraph 29(a)(i)(3) requires an entity to disclose its absolute gross Scope 3 greenhouse gas emissions generated during the reporting period, including upstream and downstream emissions. An entity that participates in one or more of the following financial activities is required to disclose additional and specific information about its financed emissions (which are part of Category 15 greenhouse gas emissions): (a) asset management (see paragraph B61); (b) commercial banking (see paragraphs B62–B62A); and (c) insurance (see paragraphs B63–B63A).",guidance,False,supporting_guidance_leaf,"[""financed_emissions"", ""commercial_banking""]",high,1.0,[],1.0,[],Metrics and Targets,guidance,False,supporting_guidance_leaf,"[""financed_emissions"", ""commercial_banking""]",high,Metrics and Targets,guidance,False,supporting_guidance_leaf,"[""commercial_banking"", ""financed_emissions""]",high,True,True,True,Row is appendix guidance but the source text states entities participating in commercial banking are required to disclose additional financed-emissions information; obligation may be mandatory rather than guidance.,0.86,0.78
IFRS_S2_B65_C03,IFRS S2,B65,42,Metrics and Targets,Cross-industry metric categories (paragraph 29(b)–(g)),Cross-industry metric categories (paragraph 29(b)–(g)),auto_appendix_reference_or_heading,B,3,(c),1,(c),True,"In preparing disclosures to fulfil the requirements in paragraph 29(b)–(g), an entity shall — (c) consider…","In preparing disclosures to fulfil the requirements in paragraph 29(b)–(g), an entity shall — (c) consider the information disclosed in accordance with paragraph 16(a)–","In preparing disclosures to fulfil the requirements in paragraph 29(b)–(g), an entity shall — (c) consider the information disclosed in accordance with paragraph 16(a)–","In preparing disclosures to fulfil the requirements in paragraph 29(b)–(g), an entity shall","In preparing disclosures to fulfil the requirements in paragraph 29(b)–(g), an entity shall: (a) consider the time horizons over which the effects of climate-related risks and opportunities could reasonably be expected to occur, described in accordance with paragraph 10. (b) consider where in the entity’s business model and value chain climate-related risks and opportunities are concentrated (for example, geographical areas, facilities or types of assets) (see paragraph 13). (c) consider the information disclosed in accordance with paragraph 16(a)–(b) in relation to the effects of climate-related risks and opportunities on the entity’s financial position, financial performance and cash flows for the reporting period. (d) consider whether industry-based metrics, as described in paragraph 32 —including those defined in an applicable IFRS Sustainability Disclosure Standard or those that otherwise satisfy the requirements in IFRS S1—could be used to satisfy the requirements in whole or in part. (e) consider the connections between the information disclosed to fulfil the requirements in paragraph 29(b)–(g) with the information disclosed in the related financial statements, in accordance with paragraph 21(b)(ii) of IFRS S1. These connections include consistency in the data and assumptions used—to the extent possible—and linkages between the amounts disclosed in accordance with paragraph 29(b)–(g) and the amounts recognised and disclosed in the financial statements. For example, an entity would consider whether the carrying amount of assets used is consistent with amounts included in the financial statements and would explain the connections between information in these disclosures and amounts in the financial statements.",mandatory,True,must_disclose_leaf,"[""metrics""]",medium,1.0,[],1.0,[],Metrics and Targets,mandatory,True,must_disclose_leaf,"[""metrics""]",medium,Metrics and Targets,mandatory,True,must_disclose_leaf,"[""metrics""]",medium,True,True,True,"Leaf mandatory clause in Appendix B tied to paragraph 29(b)–(g) metrics. However, extracted text is truncated after “paragraph 16(a)–”, so validation needed.",0.86,0.84
IFRS_S2_B65_C04,IFRS S2,B65,42,Metrics and Targets,Cross-industry metric categories (paragraph 29(b)–(g)),Cross-industry metric categories (paragraph 29(b)–(g)),auto_appendix_reference_or_heading,B,4,(b),1,(b),True,"In preparing disclosures to fulfil the requirements in paragraph 29(b)–(g), an entity shall — (b) in…","In preparing disclosures to fulfil the requirements in paragraph 29(b)–(g), an entity shall — (b) in relation to the effects of climate-related risks and opportunities on the entity’s financial position, financial performance and cash flows for the reporting period.","In preparing disclosures to fulfil the requirements in paragraph 29(b)–(g), an entity shall — (b) in relation to the effects of climate-related risks and opportunities on the entity’s financial position, financial performance and cash flows for the reporting period.","In preparing disclosures to fulfil the requirements in paragraph 29(b)–(g), an entity shall","In preparing disclosures to fulfil the requirements in paragraph 29(b)–(g), an entity shall: (a) consider the time horizons over which the effects of climate-related risks and opportunities could reasonably be expected to occur, described in accordance with paragraph 10. (b) consider where in the entity’s business model and value chain climate-related risks and opportunities are concentrated (for example, geographical areas, facilities or types of assets) (see paragraph 13). (c) consider the information disclosed in accordance with paragraph 16(a)–(b) in relation to the effects of climate-related risks and opportunities on the entity’s financial position, financial performance and cash flows for the reporting period. (d) consider whether industry-based metrics, as described in paragraph 32 —including those defined in an applicable IFRS Sustainability Disclosure Standard or those that otherwise satisfy the requirements in IFRS S1—could be used to satisfy the requirements in whole or in part. (e) consider the connections between the information disclosed to fulfil the requirements in paragraph 29(b)–(g) with the information disclosed in the related financial statements, in accordance with paragraph 21(b)(ii) of IFRS S1. These connections include consistency in the data and assumptions used—to the extent possible—and linkages between the amounts disclosed in accordance with paragraph 29(b)–(g) and the amounts recognised and disclosed in the financial statements. For example, an entity would consider whether the carrying amount of assets used is consistent with amounts included in the financial statements and would explain the connections between information in these disclosures and amounts in the financial statements.",mandatory,True,must_disclose_leaf,"[""financial_effects"", ""metrics""]",medium,1.0,[],1.0,[],Metrics and Targets,mandatory,True,must_disclose_leaf,"[""financial_effects"", ""metrics""]",medium,Metrics and Targets,mandatory,True,must_disclose_leaf,"[""financial_effects"", ""metrics""]",medium,True,True,True,Clause marker (b) appears mis-extracted: source paragraph (b) is about concentration in business model/value chain; financial position/performance/cash flows relates to (c). Verify clause mapping/text.,0.86,0.62
IFRS_S2_B65_C06,IFRS S2,B65,42,Metrics and Targets,Cross-industry metric categories (paragraph 29(b)–(g)),Cross-industry metric categories (paragraph 29(b)–(g)),auto_appendix_reference_or_heading,B,6,(e),1,(e),True,"In preparing disclosures to fulfil the requirements in paragraph 29(b)–(g), an entity shall — (e) consider…","In preparing disclosures to fulfil the requirements in paragraph 29(b)–(g), an entity shall — (e) consider the connections between the information disclosed to fulfil the requirements in paragraph 29(b)–","In preparing disclosures to fulfil the requirements in paragraph 29(b)–(g), an entity shall — (e) consider the connections between the information disclosed to fulfil the requirements in paragraph 29(b)–","In preparing disclosures to fulfil the requirements in paragraph 29(b)–(g), an entity shall","In preparing disclosures to fulfil the requirements in paragraph 29(b)–(g), an entity shall: (a) consider the time horizons over which the effects of climate-related risks and opportunities could reasonably be expected to occur, described in accordance with paragraph 10. (b) consider where in the entity’s business model and value chain climate-related risks and opportunities are concentrated (for example, geographical areas, facilities or types of assets) (see paragraph 13). (c) consider the information disclosed in accordance with paragraph 16(a)–(b) in relation to the effects of climate-related risks and opportunities on the entity’s financial position, financial performance and cash flows for the reporting period. (d) consider whether industry-based metrics, as described in paragraph 32 —including those defined in an applicable IFRS Sustainability Disclosure Standard or those that otherwise satisfy the requirements in IFRS S1—could be used to satisfy the requirements in whole or in part. (e) consider the connections between the information disclosed to fulfil the requirements in paragraph 29(b)–(g) with the information disclosed in the related financial statements, in accordance with paragraph 21(b)(ii) of IFRS S1. These connections include consistency in the data and assumptions used—to the extent possible—and linkages between the amounts disclosed in accordance with paragraph 29(b)–(g) and the amounts recognised and disclosed in the financial statements. For example, an entity would consider whether the carrying amount of assets used is consistent with amounts included in the financial statements and would explain the connections between information in these disclosures and amounts in the financial statements.",mandatory,True,must_disclose_leaf,"[""metrics"", ""connected_information""]",medium,1.0,[],1.0,[],Metrics and Targets,mandatory,True,must_disclose_leaf,"[""metrics"", ""connected_information""]",medium,Metrics and Targets,mandatory,True,must_disclose_leaf,"[""connected_information"", ""metrics""]",medium,True,True,True,"Mandatory ‘shall’ requirement in Appendix B tied to paragraph 29(b)–(g) metrics; extracted text appears truncated mid-sentence, so validate completeness.",0.86,0.84
