requirement_id,standard,paragraph_id,page,report_section,official_section_heading,nearest_pdf_heading,clean_requirement_text,source_paragraph_text,clause_path,obligation_type,mandatory,evidence_tags,banking_relevance,paragraph_quality_score,requirement_quality_score
IFRS_S1_51_C02,IFRS S1,51,17,Metrics and Targets,Metrics and targets,Metrics and targets,"An entity shall disclose information about the targets it has set to monitor progress towards achieving its strategic goals, and any targets it is required to meet by law or regulation. For each target, the entity shall disclose — (b) the specific quantitative or qualitative target the entity has set or is required to meet","An entity shall disclose information about the targets it has set to monitor progress towards achieving its strategic goals, and any targets it is required to meet by law or regulation. For each target, the entity shall disclose: (a) the metric used to set the target and to monitor progress towards reaching the target; (b) the specific quantitative or qualitative target the entity has set or is required to meet; (c) the period over which the target applies; (d) the base period from which progress is measured; (e) any milestones and interim targets; (f) performance against each target and an analysis of trends or changes in the entity’s performance; and (g) any revisions to the target and an explanation for those revisions.",(b),mandatory,True,"[""metrics"", ""targets""]",general,1.0,1.0
IFRS_S1_51_C03,IFRS S1,51,17,Metrics and Targets,Metrics and targets,Metrics and targets,"An entity shall disclose information about the targets it has set to monitor progress towards achieving its strategic goals, and any targets it is required to meet by law or regulation. For each target, the entity shall disclose — (c) the period over which the target applies","An entity shall disclose information about the targets it has set to monitor progress towards achieving its strategic goals, and any targets it is required to meet by law or regulation. For each target, the entity shall disclose: (a) the metric used to set the target and to monitor progress towards reaching the target; (b) the specific quantitative or qualitative target the entity has set or is required to meet; (c) the period over which the target applies; (d) the base period from which progress is measured; (e) any milestones and interim targets; (f) performance against each target and an analysis of trends or changes in the entity’s performance; and (g) any revisions to the target and an explanation for those revisions.",(c),mandatory,True,"[""metrics"", ""targets""]",general,1.0,1.0
IFRS_S1_51_C04,IFRS S1,51,17,Metrics and Targets,Metrics and targets,Metrics and targets,"An entity shall disclose information about the targets it has set to monitor progress towards achieving its strategic goals, and any targets it is required to meet by law or regulation. For each target, the entity shall disclose — (d) the base period from which progress is measured","An entity shall disclose information about the targets it has set to monitor progress towards achieving its strategic goals, and any targets it is required to meet by law or regulation. For each target, the entity shall disclose: (a) the metric used to set the target and to monitor progress towards reaching the target; (b) the specific quantitative or qualitative target the entity has set or is required to meet; (c) the period over which the target applies; (d) the base period from which progress is measured; (e) any milestones and interim targets; (f) performance against each target and an analysis of trends or changes in the entity’s performance; and (g) any revisions to the target and an explanation for those revisions.",(d),mandatory,True,"[""metrics"", ""targets""]",general,1.0,1.0
IFRS_S1_51_C05,IFRS S1,51,17,Metrics and Targets,Metrics and targets,Metrics and targets,"An entity shall disclose information about the targets it has set to monitor progress towards achieving its strategic goals, and any targets it is required to meet by law or regulation. For each target, the entity shall disclose — (e) any milestones and interim targets","An entity shall disclose information about the targets it has set to monitor progress towards achieving its strategic goals, and any targets it is required to meet by law or regulation. For each target, the entity shall disclose: (a) the metric used to set the target and to monitor progress towards reaching the target; (b) the specific quantitative or qualitative target the entity has set or is required to meet; (c) the period over which the target applies; (d) the base period from which progress is measured; (e) any milestones and interim targets; (f) performance against each target and an analysis of trends or changes in the entity’s performance; and (g) any revisions to the target and an explanation for those revisions.",(e),mandatory,True,"[""metrics"", ""targets""]",general,1.0,1.0
IFRS_S1_51_C06,IFRS S1,51,17,Metrics and Targets,Metrics and targets,Metrics and targets,"An entity shall disclose information about the targets it has set to monitor progress towards achieving its strategic goals, and any targets it is required to meet by law or regulation. For each target, the entity shall disclose — (f) performance against each target and an analysis of trends or changes in the entity’s performance","An entity shall disclose information about the targets it has set to monitor progress towards achieving its strategic goals, and any targets it is required to meet by law or regulation. For each target, the entity shall disclose: (a) the metric used to set the target and to monitor progress towards reaching the target; (b) the specific quantitative or qualitative target the entity has set or is required to meet; (c) the period over which the target applies; (d) the base period from which progress is measured; (e) any milestones and interim targets; (f) performance against each target and an analysis of trends or changes in the entity’s performance; and (g) any revisions to the target and an explanation for those revisions.",(f),mandatory,True,"[""metrics"", ""targets""]",general,1.0,1.0
IFRS_S1_51_C07,IFRS S1,51,17,Metrics and Targets,Metrics and targets,Metrics and targets,"An entity shall disclose information about the targets it has set to monitor progress towards achieving its strategic goals, and any targets it is required to meet by law or regulation. For each target, the entity shall disclose — (g) any revisions to the target and an explanation for those revisions.","An entity shall disclose information about the targets it has set to monitor progress towards achieving its strategic goals, and any targets it is required to meet by law or regulation. For each target, the entity shall disclose: (a) the metric used to set the target and to monitor progress towards reaching the target; (b) the specific quantitative or qualitative target the entity has set or is required to meet; (c) the period over which the target applies; (d) the base period from which progress is measured; (e) any milestones and interim targets; (f) performance against each target and an analysis of trends or changes in the entity’s performance; and (g) any revisions to the target and an explanation for those revisions.",(g),mandatory,True,"[""metrics"", ""targets""]",general,1.0,1.0
IFRS_S1_52_C01,IFRS S1,52,17,Metrics and Targets,Metrics and targets,Metrics and targets,"The definition and calculation of metrics, including metrics used to set the entity’s targets and monitor progress towards reaching them, shall be consistent over time. If a metric is redefined or replaced, an entity shall apply paragraph B52.","The definition and calculation of metrics, including metrics used to set the entity’s targets and monitor progress towards reaching them, shall be consistent over time. If a metric is redefined or replaced, an entity shall apply paragraph B52.",,mandatory,True,"[""metrics"", ""targets""]",general,1.0,1.0
IFRS_S1_53_C01,IFRS S1,53,17,Metrics and Targets,Metrics and targets,Metrics and targets,"An entity shall label and define metrics and targets using meaningful, clear and precise names and descriptions.","An entity shall label and define metrics and targets using meaningful, clear and precise names and descriptions.",,mandatory,True,"[""metrics"", ""targets""]",general,1.0,1.0
IFRS_S1_B49_C01,IFRS S1,B49,36,Metrics and Targets,"Comparative information (paragraphs 52, 70 and 83–86)","Comparative information (paragraphs 52, 70 and 83–86)",Paragraph 70 requires an entity to disclose comparative information in respect of the preceding period for all amounts disclosed in the reporting period.,Paragraph 70 requires an entity to disclose comparative information in respect of the preceding period for all amounts disclosed in the reporting period.,,mandatory,True,[],general,1.0,1.0
IFRS_S1_B50_C01,IFRS S1,B50,36,Metrics and Targets,Metrics,Metrics,"In some cases, the amount disclosed for a metric is an estimate. Except as specified in paragraph B51, if an entity identifies new information in relation to the estimated amount disclosed in the preceding period and the new information provides evidence of circumstances that existed in that period, the entity shall — (a) disclose a revised comparative amount that reflects that new information","In some cases, the amount disclosed for a metric is an estimate. Except as specified in paragraph B51, if an entity identifies new information in relation to the estimated amount disclosed in the preceding period and the new information provides evidence of circumstances that existed in that period, the entity shall: (a) disclose a revised comparative amount that reflects that new information; (b) disclose the difference between the amount disclosed in the preceding period and the revised comparative amount; and (c) explain the reasons for revising the comparative amount.",(a),mandatory,True,"[""metrics""]",general,1.0,1.0
IFRS_S1_B50_C02,IFRS S1,B50,36,Metrics and Targets,Metrics,Metrics,"In some cases, the amount disclosed for a metric is an estimate. Except as specified in paragraph B51, if an entity identifies new information in relation to the estimated amount disclosed in the preceding period and the new information provides evidence of circumstances that existed in that period, the entity shall — (b) disclose the difference between the amount disclosed in the preceding period and the revised comparative amount","In some cases, the amount disclosed for a metric is an estimate. Except as specified in paragraph B51, if an entity identifies new information in relation to the estimated amount disclosed in the preceding period and the new information provides evidence of circumstances that existed in that period, the entity shall: (a) disclose a revised comparative amount that reflects that new information; (b) disclose the difference between the amount disclosed in the preceding period and the revised comparative amount; and (c) explain the reasons for revising the comparative amount.",(b),mandatory,True,"[""metrics""]",general,1.0,1.0
IFRS_S1_B50_C03,IFRS S1,B50,36,Metrics and Targets,Metrics,Metrics,"In some cases, the amount disclosed for a metric is an estimate. Except as specified in paragraph B51, if an entity identifies new information in relation to the estimated amount disclosed in the preceding period and the new information provides evidence of circumstances that existed in that period, the entity shall — (c) explain the reasons for revising the comparative amount.","In some cases, the amount disclosed for a metric is an estimate. Except as specified in paragraph B51, if an entity identifies new information in relation to the estimated amount disclosed in the preceding period and the new information provides evidence of circumstances that existed in that period, the entity shall: (a) disclose a revised comparative amount that reflects that new information; (b) disclose the difference between the amount disclosed in the preceding period and the revised comparative amount; and (c) explain the reasons for revising the comparative amount.",(c),mandatory,True,"[""metrics""]",general,1.0,1.0
IFRS_S1_B52_C01,IFRS S1,B52,36,Metrics and Targets,Metrics,Metrics,"If an entity redefines or replaces a metric in the reporting period, the entity shall — (a) disclose a revised comparative amount, unless it is impracticable to do so","If an entity redefines or replaces a metric in the reporting period, the entity shall: (a) disclose a revised comparative amount, unless it is impracticable to do so; (b) explain the changes; and (c) explain the reasons for those changes, including why the redefined or replacement metric provides more useful information.",(a),mandatory,True,"[""metrics""]",general,1.0,1.0
IFRS_S1_B52_C02,IFRS S1,B52,36,Metrics and Targets,Metrics,Metrics,"If an entity redefines or replaces a metric in the reporting period, the entity shall — (b) explain the changes","If an entity redefines or replaces a metric in the reporting period, the entity shall: (a) disclose a revised comparative amount, unless it is impracticable to do so; (b) explain the changes; and (c) explain the reasons for those changes, including why the redefined or replacement metric provides more useful information.",(b),mandatory,True,"[""metrics""]",general,1.0,1.0
IFRS_S1_B52_C03,IFRS S1,B52,36,Metrics and Targets,Metrics,Metrics,"If an entity redefines or replaces a metric in the reporting period, the entity shall — (c) explain the reasons for those changes, including why the redefined or replacement metric provides more useful information.","If an entity redefines or replaces a metric in the reporting period, the entity shall: (a) disclose a revised comparative amount, unless it is impracticable to do so; (b) explain the changes; and (c) explain the reasons for those changes, including why the redefined or replacement metric provides more useful information.",(c),mandatory,True,"[""metrics""]",general,1.0,1.0
IFRS_S1_B53_C01,IFRS S1,B53,36,Metrics and Targets,Metrics,Metrics,"If an entity introduces a new metric in the reporting period, it shall disclose a comparative amount for that metric unless it is impracticable to do so.","If an entity introduces a new metric in the reporting period, it shall disclose a comparative amount for that metric unless it is impracticable to do so.",,mandatory,True,"[""metrics""]",general,1.0,1.0
IFRS_S1_B54_C01,IFRS S1,B54,36,Metrics and Targets,Metrics,Metrics,"Sometimes, it is impracticable to revise a comparative amount to achieve comparability with the reporting period. For example, data might not have been collected in the preceding period in a way that allows retrospective application of a new definition of a metric, and it might be impracticable to recreate the data. If it is impracticable to revise a comparative amount for the preceding period, an entity shall disclose that fact.","Sometimes, it is impracticable to revise a comparative amount to achieve comparability with the reporting period. For example, data might not have been collected in the preceding period in a way that allows retrospective application of a new definition of a metric, and it might be impracticable to recreate the data. If it is impracticable to revise a comparative amount for the preceding period, an entity shall disclose that fact.",,mandatory,True,"[""metrics""]",general,1.0,1.0
IFRS_S2_28_C01,IFRS S2,28,15,Metrics and Targets,Metrics and targets,Metrics and targets,"To achieve this objective, an entity shall disclose — (a) information relevant to the cross-industry metric categories (see paragraphs 29–31)","To achieve this objective, an entity shall disclose: (a) information relevant to the cross-industry metric categories (see paragraphs 29–31); (b) industry-based metrics that are associated with particular business models, activities or other common features that characterise participation in an industry (see paragraph 32); and (c) targets set by the entity, and any targets it is required to meet by law or regulation, to mitigate or adapt to climate-related risks or take advantage of climate-related opportunities, including metrics used by the governance body or management to measure progress towards these targets (see paragraphs 33–37).",(a),mandatory,True,"[""metrics"", ""targets""]",medium,1.0,1.0
IFRS_S2_28_C02,IFRS S2,28,15,Metrics and Targets,Metrics and targets,Metrics and targets,"To achieve this objective, an entity shall disclose — (b) industry-based metrics that are associated with particular business models, activities or other common features that characterise participation in an industry (see paragraph 32)","To achieve this objective, an entity shall disclose: (a) information relevant to the cross-industry metric categories (see paragraphs 29–31); (b) industry-based metrics that are associated with particular business models, activities or other common features that characterise participation in an industry (see paragraph 32); and (c) targets set by the entity, and any targets it is required to meet by law or regulation, to mitigate or adapt to climate-related risks or take advantage of climate-related opportunities, including metrics used by the governance body or management to measure progress towards these targets (see paragraphs 33–37).",(b),mandatory,True,"[""business_model_value_chain"", ""metrics"", ""targets""]",medium,1.0,1.0
IFRS_S2_28_C03,IFRS S2,28,15,Metrics and Targets,Metrics and targets,Metrics and targets,"To achieve this objective, an entity shall disclose — (c) targets set by the entity, and any targets it is required to meet by law or regulation, to mitigate or adapt to climate-related risks or take advantage of climate-related opportunities, including metrics used by the governance body or management to measure progress towards these targets (see paragraphs 33–37).","To achieve this objective, an entity shall disclose: (a) information relevant to the cross-industry metric categories (see paragraphs 29–31); (b) industry-based metrics that are associated with particular business models, activities or other common features that characterise participation in an industry (see paragraph 32); and (c) targets set by the entity, and any targets it is required to meet by law or regulation, to mitigate or adapt to climate-related risks or take advantage of climate-related opportunities, including metrics used by the governance body or management to measure progress towards these targets (see paragraphs 33–37).",(c),mandatory,True,"[""governance_body"", ""metrics"", ""targets""]",medium,1.0,1.0
IFRS_S2_29_C03,IFRS S2,29,15,Metrics and Targets,Metrics and targets,Climate-related metrics,"An entity shall disclose information relevant to the cross-industry metric categories of — (a) greenhouse gases—the entity shall: — (i) disclose its absolute gross greenhouse gas emissions generated during the reporting period, expressed as metric tonnes of CO2 equivalent (see paragraphs B19–B22), classified as: — (1) Scope 1 greenhouse gas emissions","An entity shall disclose information relevant to the cross-industry metric categories of: (a) greenhouse gases—the entity shall: (i) disclose its absolute gross greenhouse gas emissions generated during the reporting period, expressed as metric tonnes of CO2 equivalent (see paragraphs B19–B22), classified as: (1) Scope 1 greenhouse gas emissions; (2) Scope 2 greenhouse gas emissions; and (3) Scope 3 greenhouse gas emissions; (ii) measure its greenhouse gas emissions in accordance with the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004) unless the entity is required, in whole or in part, by a jurisdictional authority or an exchange on which it is listed to use a different method for measuring its greenhouse gas emissions (see paragraphs B23–B25); (iii) disclose the approach it uses to measure its greenhouse gas emissions (see paragraphs B26–B29) including: (1) the measurement approach, inputs and assumptions the entity uses to measure its greenhouse gas emissions; (2) the reason why the entity has chosen the measurement approach, inputs and assumptions it uses to measure its greenhouse gas emissions; and (3) any changes the entity made to the measurement approach, inputs and assumptions during the reporting period and the reasons for those changes; (iv) for Scope 1 and Scope 2 greenhouse gas emissions disclosed in accordance with paragraph 29(a)(i)(1)–(2), disaggregate emissions between: (1) the consolidated accounting group (for example, for an entity applying IFRS Accounting Standards, this group would comprise the parent and its consolidated subsidiaries); and (2) other investees excluded from paragraph 29(a)(iv)(1) (for example, for an entity applying IFRS Accounting Standards, these investees would include associates, joint ventures and unconsolidated subsidiaries); (v) for Scope 2 greenhouse gas emissions disclosed in accordance with paragraph 29(a)(i)(2), disclose its location-based Scope 2 greenhouse gas emissions, and provide information about any contractual instruments that is necessary to inform users’ understanding of the entity’s Scope 2 greenhouse gas emissions (see paragraphs B30–B31); and (vi) for Scope 3 greenhouse gas emissions disclosed in accordance with paragraph 29(a)(i)(3), and with reference to paragraphs B32–B57, disclose: (1) the categories included within the entity’s measure of Scope 3 greenhouse gas emissions, in accordance with the Scope 3 categories described in the Greenhouse Gas Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard (2011); and (2) additional information about the entity’s financed emissions (which are part of Category 15 greenhouse gas emissions), if its activities include asset management, commercial banking or insurance (see paragraphs B58–B63A); (b) climate-related transition risks—the amount and percentage of assets or business activities vulnerable to climate-related transition risks; (c) climate-related physical risks—the amount and percentage of assets or business activities vulnerable to climate-related physical risks; (d) climate-related opportunities—the amount and percentage of assets or business activities aligned with climate-related opportunities; (e) capital deployment—the amount of capital expenditure, financing or investment deployed towards climate-related risks and opportunities; (f) internal carbon prices—the entity shall disclose: (i) an explanation of whether and how the entity is applying a carbon price in decision-making (for example, investment decisions, transfer pricing and scenario analysis); and (ii) the price for each metric tonne of greenhouse gas emissions the entity uses to assess the costs of its greenhouse gas emissions; (g) remuneration—the entity shall disclose: (i) a description of whether and how climate-related considerations are factored into executive remuneration (see also paragraph 6(a)(v)); and (ii) the percentage of executive management remuneration recognised in the current period that is linked to climate-related considerations.",(a)>(i)>(1),mandatory,True,"[""metrics"", ""targets"", ""ghg_emissions"", ""scope_1""]",medium,1.0,1.0
IFRS_S2_29_C04,IFRS S2,29,15,Metrics and Targets,Metrics and targets,Climate-related metrics,"An entity shall disclose information relevant to the cross-industry metric categories of — (a) greenhouse gases—the entity shall: — (i) disclose its absolute gross greenhouse gas emissions generated during the reporting period, expressed as metric tonnes of CO2 equivalent (see paragraphs B19–B22), classified as: — (2) Scope 2 greenhouse gas emissions","An entity shall disclose information relevant to the cross-industry metric categories of: (a) greenhouse gases—the entity shall: (i) disclose its absolute gross greenhouse gas emissions generated during the reporting period, expressed as metric tonnes of CO2 equivalent (see paragraphs B19–B22), classified as: (1) Scope 1 greenhouse gas emissions; (2) Scope 2 greenhouse gas emissions; and (3) Scope 3 greenhouse gas emissions; (ii) measure its greenhouse gas emissions in accordance with the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004) unless the entity is required, in whole or in part, by a jurisdictional authority or an exchange on which it is listed to use a different method for measuring its greenhouse gas emissions (see paragraphs B23–B25); (iii) disclose the approach it uses to measure its greenhouse gas emissions (see paragraphs B26–B29) including: (1) the measurement approach, inputs and assumptions the entity uses to measure its greenhouse gas emissions; (2) the reason why the entity has chosen the measurement approach, inputs and assumptions it uses to measure its greenhouse gas emissions; and (3) any changes the entity made to the measurement approach, inputs and assumptions during the reporting period and the reasons for those changes; (iv) for Scope 1 and Scope 2 greenhouse gas emissions disclosed in accordance with paragraph 29(a)(i)(1)–(2), disaggregate emissions between: (1) the consolidated accounting group (for example, for an entity applying IFRS Accounting Standards, this group would comprise the parent and its consolidated subsidiaries); and (2) other investees excluded from paragraph 29(a)(iv)(1) (for example, for an entity applying IFRS Accounting Standards, these investees would include associates, joint ventures and unconsolidated subsidiaries); (v) for Scope 2 greenhouse gas emissions disclosed in accordance with paragraph 29(a)(i)(2), disclose its location-based Scope 2 greenhouse gas emissions, and provide information about any contractual instruments that is necessary to inform users’ understanding of the entity’s Scope 2 greenhouse gas emissions (see paragraphs B30–B31); and (vi) for Scope 3 greenhouse gas emissions disclosed in accordance with paragraph 29(a)(i)(3), and with reference to paragraphs B32–B57, disclose: (1) the categories included within the entity’s measure of Scope 3 greenhouse gas emissions, in accordance with the Scope 3 categories described in the Greenhouse Gas Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard (2011); and (2) additional information about the entity’s financed emissions (which are part of Category 15 greenhouse gas emissions), if its activities include asset management, commercial banking or insurance (see paragraphs B58–B63A); (b) climate-related transition risks—the amount and percentage of assets or business activities vulnerable to climate-related transition risks; (c) climate-related physical risks—the amount and percentage of assets or business activities vulnerable to climate-related physical risks; (d) climate-related opportunities—the amount and percentage of assets or business activities aligned with climate-related opportunities; (e) capital deployment—the amount of capital expenditure, financing or investment deployed towards climate-related risks and opportunities; (f) internal carbon prices—the entity shall disclose: (i) an explanation of whether and how the entity is applying a carbon price in decision-making (for example, investment decisions, transfer pricing and scenario analysis); and (ii) the price for each metric tonne of greenhouse gas emissions the entity uses to assess the costs of its greenhouse gas emissions; (g) remuneration—the entity shall disclose: (i) a description of whether and how climate-related considerations are factored into executive remuneration (see also paragraph 6(a)(v)); and (ii) the percentage of executive management remuneration recognised in the current period that is linked to climate-related considerations.",(a)>(i)>(2),mandatory,True,"[""metrics"", ""targets"", ""ghg_emissions"", ""scope_2""]",medium,1.0,1.0
