risk_id,bank_id,reporting_year,risk_name,risk_category,risk_description,time_horizon,likelihood_score,severity_score,risk_rating,financial_impact_meur,mitigation_actions,erm_integrated_flag,scenario_analysis_link,monitoring_frequency,changed_since_prior_period,ifrs_s2_para_evidence
RISK-BANK01-2024-0003,BANK01,2024,Physical risk — heat stress on agricultural borrowers,physical_chronic,"Chronic heat and shifting precipitation reduce yields for agricultural counterparties, weakening repayment capacity over the medium term.",short_0_2yr,3,3,medium,20.6,Climate scenario stress testing integrated into ICAAP,True,SCN0011,semi_annual,True,§25(a)
RISK-BANK01-2024-0004,BANK01,2024,Physical risk — wildfire exposure in southern portfolio,physical_acute,Wildfire frequency in southern European exposures threatens collateral and business continuity for affected counterparties.,short_0_2yr,4,3,medium,22.7,Collateral revaluation and flood mapping overlay,False,SCN0002,semi_annual,False,§25(a)
RISK-BANK01-2024-0005,BANK01,2024,Stranded assets — fossil fuel sector exposure,transition_market,"Demand shifts away from fossil fuels risk stranding reserves and assets held by oil, gas and coal counterparties, reducing their enterprise value.",long_5yr_plus,4,4,high,136.5,Collateral revaluation and flood mapping overlay,True,,quarterly,False,§25(a)
RISK-BANK01-2024-0006,BANK01,2024,Transition risk — EV shift in auto lending,transition_technology,Rapid electrification could strand internal-combustion vehicle manufacturers and suppliers in the lending book.,short_0_2yr,4,4,high,165.2,Climate scenario stress testing integrated into ICAAP,True,SCN0011,quarterly,True,§25(a)
RISK-BANK01-2024-0007,BANK01,2024,Reputational risk — financed emissions scrutiny,transition_reputational,Stakeholder and NGO scrutiny of financed emissions and fossil financing could damage brand and trigger client attrition.,medium_2_5yr,3,3,medium,65.5,Portfolio decarbonisation glide-path monitoring,True,SCN0013,semi_annual,True,§25(a)
RISK-BANK01-2024-0008,BANK01,2024,Transition risk — carbon pricing on industrial loans,transition_policy,"Tightening EU ETS and national carbon pricing raise operating costs for carbon-intensive borrowers, increasing default probability in cement, steel and chemicals.",medium_2_5yr,4,4,high,67.5,Sector exposure limits and enhanced due diligence,True,,quarterly,True,§25(a)
RISK-BANK02-2023-0001,BANK02,2023,Transition risk — carbon pricing on industrial loans,transition_policy,"Tightening EU ETS and national carbon pricing raise operating costs for carbon-intensive borrowers, increasing default probability in cement, steel and chemicals.",short_0_2yr,3,4,medium,33.0,Collateral revaluation and flood mapping overlay,False,SCN0024,semi_annual,False,§25(a)
RISK-BANK02-2023-0002,BANK02,2023,Physical risk — heat stress on agricultural borrowers,physical_chronic,"Chronic heat and shifting precipitation reduce yields for agricultural counterparties, weakening repayment capacity over the medium term.",long_5yr_plus,5,3,high,33.0,Engagement and transition-plan covenants with borrowers,True,SCN0032,quarterly,False,§25(a)
RISK-BANK02-2023-0003,BANK02,2023,Physical risk — wildfire exposure in southern portfolio,physical_acute,Wildfire frequency in southern European exposures threatens collateral and business continuity for affected counterparties.,short_0_2yr,3,4,medium,72.6,Portfolio decarbonisation glide-path monitoring,True,SCN0030,semi_annual,True,§25(a)
RISK-BANK02-2023-0004,BANK02,2023,Transition risk — building energy performance regulation,transition_policy,"Minimum energy performance standards may require costly retrofits for low-EPC mortgage collateral, reducing values and increasing LTV.",short_0_2yr,4,4,high,122.8,Portfolio decarbonisation glide-path monitoring,True,,quarterly,True,§25(a)
RISK-BANK02-2023-0005,BANK02,2023,Reputational risk — financed emissions scrutiny,transition_reputational,Stakeholder and NGO scrutiny of financed emissions and fossil financing could damage brand and trigger client attrition.,short_0_2yr,4,4,high,54.1,Green retrofit financing incentives,True,SCN0022,quarterly,False,§25(a)
RISK-BANK02-2023-0006,BANK02,2023,Transition risk — EV shift in auto lending,transition_technology,Rapid electrification could strand internal-combustion vehicle manufacturers and suppliers in the lending book.,short_0_2yr,3,4,medium,124.9,Collateral revaluation and flood mapping overlay,True,SCN0035,semi_annual,False,§25(a)
RISK-BANK02-2023-0007,BANK02,2023,Stranded assets — fossil fuel sector exposure,transition_market,"Demand shifts away from fossil fuels risk stranding reserves and assets held by oil, gas and coal counterparties, reducing their enterprise value.",long_5yr_plus,5,5,critical,558.7,Portfolio decarbonisation glide-path monitoring,True,,monthly,False,§25(a)
RISK-BANK02-2023-0008,BANK02,2023,Physical risk — mortgage book flood exposure,physical_acute,Residential and commercial mortgage collateral located in flood-prone zones faces rising acute physical risk. Property damage and devaluation could impair collateral coverage.,long_5yr_plus,4,3,medium,30.1,Climate scenario stress testing integrated into ICAAP,True,,semi_annual,True,§25(a)
RISK-BANK02-2024-0001,BANK02,2024,Physical risk — heat stress on agricultural borrowers,physical_chronic,"Chronic heat and shifting precipitation reduce yields for agricultural counterparties, weakening repayment capacity over the medium term.",short_0_2yr,4,4,high,70.0,Engagement and transition-plan covenants with borrowers,True,,quarterly,True,§25(a)
RISK-BANK02-2024-0002,BANK02,2024,Physical risk — wildfire exposure in southern portfolio,physical_acute,Wildfire frequency in southern European exposures threatens collateral and business continuity for affected counterparties.,long_5yr_plus,3,5,high,229.4,Sector exposure limits and enhanced due diligence,True,SCN0031,quarterly,True,§25(a)
RISK-BANK02-2024-0003,BANK02,2024,Transition risk — carbon pricing on industrial loans,transition_policy,"Tightening EU ETS and national carbon pricing raise operating costs for carbon-intensive borrowers, increasing default probability in cement, steel and chemicals.",medium_2_5yr,3,3,medium,20.1,Sector exposure limits and enhanced due diligence,True,,semi_annual,True,§25(a)
RISK-BANK02-2024-0004,BANK02,2024,Reputational risk — financed emissions scrutiny,transition_reputational,Stakeholder and NGO scrutiny of financed emissions and fossil financing could damage brand and trigger client attrition.,medium_2_5yr,5,3,high,9.2,Portfolio decarbonisation glide-path monitoring,True,,quarterly,True,§25(a)
RISK-BANK02-2024-0005,BANK02,2024,Physical risk — mortgage book flood exposure,physical_acute,Residential and commercial mortgage collateral located in flood-prone zones faces rising acute physical risk. Property damage and devaluation could impair collateral coverage.,medium_2_5yr,3,5,high,441.2,Portfolio decarbonisation glide-path monitoring,True,,quarterly,False,§25(a)
RISK-BANK02-2024-0006,BANK02,2024,Stranded assets — fossil fuel sector exposure,transition_market,"Demand shifts away from fossil fuels risk stranding reserves and assets held by oil, gas and coal counterparties, reducing their enterprise value.",medium_2_5yr,4,5,critical,131.1,Climate scenario stress testing integrated into ICAAP,True,SCN0035,monthly,True,§25(a)
RISK-BANK02-2024-0007,BANK02,2024,Transition risk — EV shift in auto lending,transition_technology,Rapid electrification could strand internal-combustion vehicle manufacturers and suppliers in the lending book.,long_5yr_plus,3,3,medium,14.7,Sector exposure limits and enhanced due diligence,False,SCN0033,semi_annual,False,§25(a)
RISK-BANK02-2024-0008,BANK02,2024,Transition risk — building energy performance regulation,transition_policy,"Minimum energy performance standards may require costly retrofits for low-EPC mortgage collateral, reducing values and increasing LTV.",short_0_2yr,4,4,high,34.5,Portfolio decarbonisation glide-path monitoring,True,,quarterly,True,§25(a)
RISK-BANK03-2023-0001,BANK03,2023,Physical risk — wildfire exposure in southern portfolio,physical_acute,Wildfire frequency in southern European exposures threatens collateral and business continuity for affected counterparties.,short_0_2yr,5,3,high,23.5,Green retrofit financing incentives,True,SCN0048,quarterly,False,§25(a)
RISK-BANK03-2023-0002,BANK03,2023,Transition risk — building energy performance regulation,transition_policy,"Minimum energy performance standards may require costly retrofits for low-EPC mortgage collateral, reducing values and increasing LTV.",short_0_2yr,3,3,medium,12.3,Collateral revaluation and flood mapping overlay,True,,semi_annual,False,§25(a)
RISK-BANK03-2023-0003,BANK03,2023,Physical risk — mortgage book flood exposure,physical_acute,Residential and commercial mortgage collateral located in flood-prone zones faces rising acute physical risk. Property damage and devaluation could impair collateral coverage.,short_0_2yr,4,4,high,135.0,Portfolio decarbonisation glide-path monitoring,True,SCN0042,quarterly,True,§25(a)
RISK-BANK03-2023-0004,BANK03,2023,Transition risk — carbon pricing on industrial loans,transition_policy,"Tightening EU ETS and national carbon pricing raise operating costs for carbon-intensive borrowers, increasing default probability in cement, steel and chemicals.",short_0_2yr,3,4,medium,61.8,Sector exposure limits and enhanced due diligence,True,SCN0048,semi_annual,False,§25(a)
RISK-BANK03-2023-0005,BANK03,2023,Stranded assets — fossil fuel sector exposure,transition_market,"Demand shifts away from fossil fuels risk stranding reserves and assets held by oil, gas and coal counterparties, reducing their enterprise value.",medium_2_5yr,4,5,critical,398.6,Sector exposure limits and enhanced due diligence,True,,monthly,False,§25(a)
RISK-BANK03-2023-0006,BANK03,2023,Transition risk — EV shift in auto lending,transition_technology,Rapid electrification could strand internal-combustion vehicle manufacturers and suppliers in the lending book.,long_5yr_plus,4,3,medium,13.1,Climate scenario stress testing integrated into ICAAP,False,,semi_annual,True,§25(a)
RISK-BANK03-2023-0007,BANK03,2023,Reputational risk — financed emissions scrutiny,transition_reputational,Stakeholder and NGO scrutiny of financed emissions and fossil financing could damage brand and trigger client attrition.,medium_2_5yr,3,3,medium,88.9,Collateral revaluation and flood mapping overlay,True,,semi_annual,True,§25(a)
RISK-BANK03-2023-0008,BANK03,2023,Physical risk — heat stress on agricultural borrowers,physical_chronic,"Chronic heat and shifting precipitation reduce yields for agricultural counterparties, weakening repayment capacity over the medium term.",long_5yr_plus,3,5,high,199.5,Engagement and transition-plan covenants with borrowers,True,SCN0048,quarterly,True,§25(a)
RISK-BANK03-2024-0001,BANK03,2024,Reputational risk — financed emissions scrutiny,transition_reputational,Stakeholder and NGO scrutiny of financed emissions and fossil financing could damage brand and trigger client attrition.,medium_2_5yr,5,3,high,15.8,Engagement and transition-plan covenants with borrowers,True,SCN0039,quarterly,False,§25(a)
RISK-BANK03-2024-0002,BANK03,2024,Transition risk — carbon pricing on industrial loans,transition_policy,"Tightening EU ETS and national carbon pricing raise operating costs for carbon-intensive borrowers, increasing default probability in cement, steel and chemicals.",medium_2_5yr,4,3,medium,31.3,Green retrofit financing incentives,True,SCN0043,semi_annual,True,§25(a)
RISK-BANK03-2024-0003,BANK03,2024,Transition risk — building energy performance regulation,transition_policy,"Minimum energy performance standards may require costly retrofits for low-EPC mortgage collateral, reducing values and increasing LTV.",long_5yr_plus,3,4,medium,91.8,Collateral revaluation and flood mapping overlay,True,,semi_annual,True,§25(a)
RISK-BANK03-2024-0004,BANK03,2024,Physical risk — wildfire exposure in southern portfolio,physical_acute,Wildfire frequency in southern European exposures threatens collateral and business continuity for affected counterparties.,medium_2_5yr,3,5,high,577.0,Portfolio decarbonisation glide-path monitoring,True,,quarterly,False,§25(a)
RISK-BANK03-2024-0005,BANK03,2024,Transition risk — EV shift in auto lending,transition_technology,Rapid electrification could strand internal-combustion vehicle manufacturers and suppliers in the lending book.,short_0_2yr,4,4,high,84.1,Collateral revaluation and flood mapping overlay,True,SCN0047,quarterly,False,§25(a)
RISK-BANK03-2024-0006,BANK03,2024,Physical risk — heat stress on agricultural borrowers,physical_chronic,"Chronic heat and shifting precipitation reduce yields for agricultural counterparties, weakening repayment capacity over the medium term.",medium_2_5yr,4,3,medium,13.9,Sector exposure limits and enhanced due diligence,True,,semi_annual,True,§25(a)
RISK-BANK03-2024-0007,BANK03,2024,Stranded assets — fossil fuel sector exposure,transition_market,"Demand shifts away from fossil fuels risk stranding reserves and assets held by oil, gas and coal counterparties, reducing their enterprise value.",medium_2_5yr,5,3,high,33.1,Portfolio decarbonisation glide-path monitoring,True,SCN0048,quarterly,False,§25(a)
RISK-BANK03-2024-0008,BANK03,2024,Physical risk — mortgage book flood exposure,physical_acute,Residential and commercial mortgage collateral located in flood-prone zones faces rising acute physical risk. Property damage and devaluation could impair collateral coverage.,short_0_2yr,4,4,high,152.9,Engagement and transition-plan covenants with borrowers,True,SCN0047,quarterly,False,§25(a)
RISK-BANK04-2023-0001,BANK04,2023,Physical risk — heat stress on agricultural borrowers,physical_chronic,"Chronic heat and shifting precipitation reduce yields for agricultural counterparties, weakening repayment capacity over the medium term.",long_5yr_plus,5,3,high,27.5,Climate scenario stress testing integrated into ICAAP,True,,quarterly,False,§25(a)
RISK-BANK04-2023-0002,BANK04,2023,Physical risk — wildfire exposure in southern portfolio,physical_acute,Wildfire frequency in southern European exposures threatens collateral and business continuity for affected counterparties.,medium_2_5yr,3,3,medium,20.3,Climate scenario stress testing integrated into ICAAP,True,,semi_annual,True,§25(a)
RISK-BANK04-2023-0003,BANK04,2023,Stranded assets — fossil fuel sector exposure,transition_market,"Demand shifts away from fossil fuels risk stranding reserves and assets held by oil, gas and coal counterparties, reducing their enterprise value.",long_5yr_plus,4,3,medium,29.4,Collateral revaluation and flood mapping overlay,True,,semi_annual,False,§25(a)
RISK-BANK04-2023-0004,BANK04,2023,Reputational risk — financed emissions scrutiny,transition_reputational,Stakeholder and NGO scrutiny of financed emissions and fossil financing could damage brand and trigger client attrition.,medium_2_5yr,3,4,medium,79.5,Portfolio decarbonisation glide-path monitoring,True,,semi_annual,False,§25(a)
RISK-BANK04-2023-0005,BANK04,2023,Transition risk — carbon pricing on industrial loans,transition_policy,"Tightening EU ETS and national carbon pricing raise operating costs for carbon-intensive borrowers, increasing default probability in cement, steel and chemicals.",medium_2_5yr,3,3,medium,28.2,Portfolio decarbonisation glide-path monitoring,True,,semi_annual,False,§25(a)
RISK-BANK04-2023-0006,BANK04,2023,Transition risk — building energy performance regulation,transition_policy,"Minimum energy performance standards may require costly retrofits for low-EPC mortgage collateral, reducing values and increasing LTV.",medium_2_5yr,4,3,medium,14.6,Engagement and transition-plan covenants with borrowers,True,SCN0063,semi_annual,False,§25(a)
RISK-BANK04-2023-0007,BANK04,2023,Physical risk — mortgage book flood exposure,physical_acute,Residential and commercial mortgage collateral located in flood-prone zones faces rising acute physical risk. Property damage and devaluation could impair collateral coverage.,medium_2_5yr,4,3,medium,25.9,Climate scenario stress testing integrated into ICAAP,True,SCN0065,semi_annual,False,§25(a)
RISK-BANK04-2023-0008,BANK04,2023,Transition risk — EV shift in auto lending,transition_technology,Rapid electrification could strand internal-combustion vehicle manufacturers and suppliers in the lending book.,short_0_2yr,5,5,critical,812.0,Green retrofit financing incentives,True,,monthly,False,§25(a)
RISK-BANK04-2024-0001,BANK04,2024,Stranded assets — fossil fuel sector exposure,transition_market,"Demand shifts away from fossil fuels risk stranding reserves and assets held by oil, gas and coal counterparties, reducing their enterprise value.",medium_2_5yr,5,5,critical,1774.5,Collateral revaluation and flood mapping overlay,True,SCN0058,monthly,True,§25(a)
RISK-BANK04-2024-0002,BANK04,2024,Transition risk — EV shift in auto lending,transition_technology,Rapid electrification could strand internal-combustion vehicle manufacturers and suppliers in the lending book.,short_0_2yr,3,3,medium,36.9,Collateral revaluation and flood mapping overlay,True,SCN0060,semi_annual,False,§25(a)
RISK-BANK04-2024-0003,BANK04,2024,Physical risk — heat stress on agricultural borrowers,physical_chronic,"Chronic heat and shifting precipitation reduce yields for agricultural counterparties, weakening repayment capacity over the medium term.",long_5yr_plus,4,3,medium,20.6,Portfolio decarbonisation glide-path monitoring,True,SCN0069,semi_annual,False,§25(a)
RISK-BANK04-2024-0004,BANK04,2024,Transition risk — carbon pricing on industrial loans,transition_policy,"Tightening EU ETS and national carbon pricing raise operating costs for carbon-intensive borrowers, increasing default probability in cement, steel and chemicals.",medium_2_5yr,3,3,medium,13.9,Sector exposure limits and enhanced due diligence,True,,semi_annual,True,§25(a)
RISK-BANK04-2024-0005,BANK04,2024,Physical risk — mortgage book flood exposure,physical_acute,Residential and commercial mortgage collateral located in flood-prone zones faces rising acute physical risk. Property damage and devaluation could impair collateral coverage.,long_5yr_plus,4,5,critical,231.8,Green retrofit financing incentives,True,SCN0062,monthly,False,§25(a)
RISK-BANK04-2024-0006,BANK04,2024,Physical risk — wildfire exposure in southern portfolio,physical_acute,Wildfire frequency in southern European exposures threatens collateral and business continuity for affected counterparties.,short_0_2yr,4,4,high,64.1,Green retrofit financing incentives,True,SCN0072,quarterly,False,§25(a)
RISK-BANK04-2024-0007,BANK04,2024,Reputational risk — financed emissions scrutiny,transition_reputational,Stakeholder and NGO scrutiny of financed emissions and fossil financing could damage brand and trigger client attrition.,medium_2_5yr,3,3,medium,17.3,Engagement and transition-plan covenants with borrowers,True,,semi_annual,False,§25(a)
RISK-BANK04-2024-0008,BANK04,2024,Transition risk — building energy performance regulation,transition_policy,"Minimum energy performance standards may require costly retrofits for low-EPC mortgage collateral, reducing values and increasing LTV.",long_5yr_plus,4,5,critical,423.4,Portfolio decarbonisation glide-path monitoring,True,,monthly,False,§25(a)
RISK-BANK05-2023-0001,BANK05,2023,Physical risk — mortgage book flood exposure,physical_acute,Residential and commercial mortgage collateral located in flood-prone zones faces rising acute physical risk. Property damage and devaluation could impair collateral coverage.,short_0_2yr,2,2,low,3.1,Climate scenario stress testing integrated into ICAAP,False,,annual,False,§25(a)
RISK-BANK05-2023-0002,BANK05,2023,Stranded assets — fossil fuel sector exposure,transition_market,"Demand shifts away from fossil fuels risk stranding reserves and assets held by oil, gas and coal counterparties, reducing their enterprise value.",short_0_2yr,2,2,low,5.8,Green retrofit financing incentives,False,,annual,True,§25(a)
RISK-BANK05-2023-0003,BANK05,2023,Reputational risk — financed emissions scrutiny,transition_reputational,Stakeholder and NGO scrutiny of financed emissions and fossil financing could damage brand and trigger client attrition.,medium_2_5yr,4,4,high,131.5,Portfolio decarbonisation glide-path monitoring,True,SCN0074,quarterly,False,§25(a)
RISK-BANK05-2023-0004,BANK05,2023,Physical risk — wildfire exposure in southern portfolio,physical_acute,Wildfire frequency in southern European exposures threatens collateral and business continuity for affected counterparties.,short_0_2yr,4,4,high,162.6,Sector exposure limits and enhanced due diligence,True,,quarterly,True,§25(a)
RISK-BANK05-2023-0005,BANK05,2023,Transition risk — EV shift in auto lending,transition_technology,Rapid electrification could strand internal-combustion vehicle manufacturers and suppliers in the lending book.,short_0_2yr,4,3,medium,31.3,Portfolio decarbonisation glide-path monitoring,False,SCN0083,semi_annual,False,§25(a)
RISK-BANK05-2023-0006,BANK05,2023,Physical risk — heat stress on agricultural borrowers,physical_chronic,"Chronic heat and shifting precipitation reduce yields for agricultural counterparties, weakening repayment capacity over the medium term.",medium_2_5yr,4,2,medium,9.3,Sector exposure limits and enhanced due diligence,True,SCN0078,semi_annual,True,§25(a)
RISK-BANK05-2023-0007,BANK05,2023,Transition risk — building energy performance regulation,transition_policy,"Minimum energy performance standards may require costly retrofits for low-EPC mortgage collateral, reducing values and increasing LTV.",long_5yr_plus,3,4,medium,81.3,Sector exposure limits and enhanced due diligence,True,SCN0084,semi_annual,False,§25(a)
RISK-BANK05-2023-0008,BANK05,2023,Transition risk — carbon pricing on industrial loans,transition_policy,"Tightening EU ETS and national carbon pricing raise operating costs for carbon-intensive borrowers, increasing default probability in cement, steel and chemicals.",long_5yr_plus,3,4,medium,131.0,Climate scenario stress testing integrated into ICAAP,True,,semi_annual,True,§25(a)
RISK-BANK05-2024-0001,BANK05,2024,Physical risk — wildfire exposure in southern portfolio,physical_acute,Wildfire frequency in southern European exposures threatens collateral and business continuity for affected counterparties.,medium_2_5yr,4,4,high,88.9,Climate scenario stress testing integrated into ICAAP,True,SCN0084,quarterly,True,§25(a)
RISK-BANK05-2024-0002,BANK05,2024,Transition risk — building energy performance regulation,transition_policy,"Minimum energy performance standards may require costly retrofits for low-EPC mortgage collateral, reducing values and increasing LTV.",medium_2_5yr,3,2,low,13.7,Engagement and transition-plan covenants with borrowers,False,SCN0082,annual,False,§25(a)
RISK-BANK05-2024-0003,BANK05,2024,Reputational risk — financed emissions scrutiny,transition_reputational,Stakeholder and NGO scrutiny of financed emissions and fossil financing could damage brand and trigger client attrition.,short_0_2yr,4,2,medium,8.2,Climate scenario stress testing integrated into ICAAP,True,,semi_annual,False,§25(a)
RISK-BANK05-2024-0004,BANK05,2024,Physical risk — mortgage book flood exposure,physical_acute,Residential and commercial mortgage collateral located in flood-prone zones faces rising acute physical risk. Property damage and devaluation could impair collateral coverage.,short_0_2yr,2,2,low,8.8,Green retrofit financing incentives,False,,annual,False,§25(a)
RISK-BANK05-2024-0005,BANK05,2024,Transition risk — carbon pricing on industrial loans,transition_policy,"Tightening EU ETS and national carbon pricing raise operating costs for carbon-intensive borrowers, increasing default probability in cement, steel and chemicals.",short_0_2yr,3,4,medium,77.5,Green retrofit financing incentives,True,SCN0081,semi_annual,False,§25(a)
RISK-BANK05-2024-0006,BANK05,2024,Transition risk — EV shift in auto lending,transition_technology,Rapid electrification could strand internal-combustion vehicle manufacturers and suppliers in the lending book.,medium_2_5yr,3,4,medium,118.1,Collateral revaluation and flood mapping overlay,False,SCN0077,semi_annual,False,§25(a)
RISK-BANK05-2024-0007,BANK05,2024,Stranded assets — fossil fuel sector exposure,transition_market,"Demand shifts away from fossil fuels risk stranding reserves and assets held by oil, gas and coal counterparties, reducing their enterprise value.",medium_2_5yr,3,3,medium,19.1,Sector exposure limits and enhanced due diligence,True,SCN0079,semi_annual,False,§25(a)
RISK-BANK05-2024-0008,BANK05,2024,Physical risk — heat stress on agricultural borrowers,physical_chronic,"Chronic heat and shifting precipitation reduce yields for agricultural counterparties, weakening repayment capacity over the medium term.",medium_2_5yr,3,3,medium,25.7,Climate scenario stress testing integrated into ICAAP,True,SCN0073,semi_annual,False,§25(a)
