requirement_id,standard,paragraph_id,page,report_section,official_section_heading,nearest_pdf_heading,clean_requirement_text,source_paragraph_text,clause_path,obligation_type,mandatory,evidence_tags,banking_relevance,paragraph_quality_score,requirement_quality_score
IFRS_S1_34_C01,IFRS S1,34,13,Strategy,Strategy,"Financial position, financial performance and cash flows","An entity shall disclose information that enables users of general purpose financial reports to understand — (a) the effects of sustainability-related risks and opportunities on the entity’s financial position, financial performance and cash flows for the reporting period (current financial effects)","An entity shall disclose information that enables users of general purpose financial reports to understand: (a) the effects of sustainability-related risks and opportunities on the entity’s financial position, financial performance and cash flows for the reporting period (current financial effects); and (b) the anticipated effects of sustainability-related risks and opportunities on the entity’s financial position, financial performance and cash flows over the short, medium and long term, taking into consideration how sustainability-related risks and opportunities are included in the entity’s financial planning (anticipated financial effects).",(a),mandatory,True,"[""financial_effects""]",medium,1.0,1.0
IFRS_S1_34_C02,IFRS S1,34,13,Strategy,Strategy,"Financial position, financial performance and cash flows","An entity shall disclose information that enables users of general purpose financial reports to understand — (b) the anticipated effects of sustainability-related risks and opportunities on the entity’s financial position, financial performance and cash flows over the short, medium and long term, taking into consideration how sustainability-related risks and opportunities are included in the entity’s financial planning (anticipated financial effects).","An entity shall disclose information that enables users of general purpose financial reports to understand: (a) the effects of sustainability-related risks and opportunities on the entity’s financial position, financial performance and cash flows for the reporting period (current financial effects); and (b) the anticipated effects of sustainability-related risks and opportunities on the entity’s financial position, financial performance and cash flows over the short, medium and long term, taking into consideration how sustainability-related risks and opportunities are included in the entity’s financial planning (anticipated financial effects).",(b),mandatory,True,"[""financial_effects""]",medium,1.0,1.0
IFRS_S1_35_C01,IFRS S1,35,13,Strategy,Strategy,"Financial position, financial performance and cash flows","Specifically, an entity shall disclose quantitative and qualitative information about — (a) how sustainability-related risks and opportunities have affected its financial position, financial performance and cash flows for the reporting period","Specifically, an entity shall disclose quantitative and qualitative information about: (a) how sustainability-related risks and opportunities have affected its financial position, financial performance and cash flows for the reporting period; (b) the sustainability-related risks and opportunities identified in paragraph 35(a) for which there is a significant risk of a material adjustment within the next annual reporting period to the carrying amounts of assets and liabilities reported in the related financial statements; (c) how the entity expects its financial position to change over the short, medium and long term, given its strategy to manage sustainability-related risks and opportunities, taking into consideration: (i) its investment and disposal plans (for example, plans for capital expenditure, major acquisitions and divestments, joint ventures, business transformation, innovation, new business areas, and asset retirements), including plans the entity is not contractually committed to; and (ii) its planned sources of funding to implement its strategy; and (d) how the entity expects its financial performance and cash flows to change over the short, medium and long term, given its strategy to manage sustainability-related risks and opportunities.",(a),mandatory,True,"[""financial_effects""]",medium,1.0,1.0
IFRS_S1_35_C02,IFRS S1,35,13,Strategy,Strategy,"Financial position, financial performance and cash flows","Specifically, an entity shall disclose quantitative and qualitative information about — (b) the sustainability-related risks and opportunities identified in paragraph 35(a) for which there is a significant risk of a material adjustment within the next annual reporting period to the carrying amounts of assets and liabilities reported in the related financial statements","Specifically, an entity shall disclose quantitative and qualitative information about: (a) how sustainability-related risks and opportunities have affected its financial position, financial performance and cash flows for the reporting period; (b) the sustainability-related risks and opportunities identified in paragraph 35(a) for which there is a significant risk of a material adjustment within the next annual reporting period to the carrying amounts of assets and liabilities reported in the related financial statements; (c) how the entity expects its financial position to change over the short, medium and long term, given its strategy to manage sustainability-related risks and opportunities, taking into consideration: (i) its investment and disposal plans (for example, plans for capital expenditure, major acquisitions and divestments, joint ventures, business transformation, innovation, new business areas, and asset retirements), including plans the entity is not contractually committed to; and (ii) its planned sources of funding to implement its strategy; and (d) how the entity expects its financial performance and cash flows to change over the short, medium and long term, given its strategy to manage sustainability-related risks and opportunities.",(b),mandatory,True,"[""financial_effects"", ""materiality"", ""connected_information""]",medium,1.0,1.0
IFRS_S1_35_C04,IFRS S1,35,13,Strategy,Strategy,"Financial position, financial performance and cash flows","Specifically, an entity shall disclose quantitative and qualitative information about — (c) how the entity expects its financial position to change over the short, medium and long term, given its strategy to manage sustainability-related risks and opportunities, taking into consideration: — (i) its investment and disposal plans (for example, plans for capital expenditure, major acquisitions and divestments, joint ventures, business transformation, innovation, new business areas, and asset retirements), including plans the entity is not contractually committed to","Specifically, an entity shall disclose quantitative and qualitative information about: (a) how sustainability-related risks and opportunities have affected its financial position, financial performance and cash flows for the reporting period; (b) the sustainability-related risks and opportunities identified in paragraph 35(a) for which there is a significant risk of a material adjustment within the next annual reporting period to the carrying amounts of assets and liabilities reported in the related financial statements; (c) how the entity expects its financial position to change over the short, medium and long term, given its strategy to manage sustainability-related risks and opportunities, taking into consideration: (i) its investment and disposal plans (for example, plans for capital expenditure, major acquisitions and divestments, joint ventures, business transformation, innovation, new business areas, and asset retirements), including plans the entity is not contractually committed to; and (ii) its planned sources of funding to implement its strategy; and (d) how the entity expects its financial performance and cash flows to change over the short, medium and long term, given its strategy to manage sustainability-related risks and opportunities.",(c)>(i),mandatory,True,"[""financial_effects""]",medium,1.0,1.0
IFRS_S1_35_C05,IFRS S1,35,13,Strategy,Strategy,"Financial position, financial performance and cash flows","Specifically, an entity shall disclose quantitative and qualitative information about — (c) how the entity expects its financial position to change over the short, medium and long term, given its strategy to manage sustainability-related risks and opportunities, taking into consideration: — (ii) its planned sources of funding to implement its strategy","Specifically, an entity shall disclose quantitative and qualitative information about: (a) how sustainability-related risks and opportunities have affected its financial position, financial performance and cash flows for the reporting period; (b) the sustainability-related risks and opportunities identified in paragraph 35(a) for which there is a significant risk of a material adjustment within the next annual reporting period to the carrying amounts of assets and liabilities reported in the related financial statements; (c) how the entity expects its financial position to change over the short, medium and long term, given its strategy to manage sustainability-related risks and opportunities, taking into consideration: (i) its investment and disposal plans (for example, plans for capital expenditure, major acquisitions and divestments, joint ventures, business transformation, innovation, new business areas, and asset retirements), including plans the entity is not contractually committed to; and (ii) its planned sources of funding to implement its strategy; and (d) how the entity expects its financial performance and cash flows to change over the short, medium and long term, given its strategy to manage sustainability-related risks and opportunities.",(c)>(ii),mandatory,True,"[""financial_effects""]",medium,1.0,1.0
IFRS_S1_35_C06,IFRS S1,35,13,Strategy,Strategy,"Financial position, financial performance and cash flows","Specifically, an entity shall disclose quantitative and qualitative information about — (d) how the entity expects its financial performance and cash flows to change over the short, medium and long term, given its strategy to manage sustainability-related risks and opportunities.","Specifically, an entity shall disclose quantitative and qualitative information about: (a) how sustainability-related risks and opportunities have affected its financial position, financial performance and cash flows for the reporting period; (b) the sustainability-related risks and opportunities identified in paragraph 35(a) for which there is a significant risk of a material adjustment within the next annual reporting period to the carrying amounts of assets and liabilities reported in the related financial statements; (c) how the entity expects its financial position to change over the short, medium and long term, given its strategy to manage sustainability-related risks and opportunities, taking into consideration: (i) its investment and disposal plans (for example, plans for capital expenditure, major acquisitions and divestments, joint ventures, business transformation, innovation, new business areas, and asset retirements), including plans the entity is not contractually committed to; and (ii) its planned sources of funding to implement its strategy; and (d) how the entity expects its financial performance and cash flows to change over the short, medium and long term, given its strategy to manage sustainability-related risks and opportunities.",(d),mandatory,True,"[""financial_effects""]",medium,1.0,1.0
IFRS_S1_37_C01,IFRS S1,37,14,Strategy,Strategy,"Financial position, financial performance and cash flows","In preparing disclosures about the anticipated financial effects of a sustainability-related risk or opportunity, an entity shall — (a) use all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort (see paragraphs B8–B10)","In preparing disclosures about the anticipated financial effects of a sustainability-related risk or opportunity, an entity shall: (a) use all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort (see paragraphs B8–B10); and (b) use an approach that is commensurate with the skills, capabilities and resources that are available to the entity for preparing those disclosures.",(a),mandatory,True,"[""financial_effects""]",medium,1.0,1.0
IFRS_S1_37_C02,IFRS S1,37,14,Strategy,Strategy,"Financial position, financial performance and cash flows","In preparing disclosures about the anticipated financial effects of a sustainability-related risk or opportunity, an entity shall — (b) use an approach that is commensurate with the skills, capabilities and resources that are available to the entity for preparing those disclosures.","In preparing disclosures about the anticipated financial effects of a sustainability-related risk or opportunity, an entity shall: (a) use all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort (see paragraphs B8–B10); and (b) use an approach that is commensurate with the skills, capabilities and resources that are available to the entity for preparing those disclosures.",(b),mandatory,True,"[""financial_effects""]",medium,1.0,1.0
IFRS_S1_42_C01,IFRS S1,42,15,Strategy,Strategy,Resilience,"Other IFRS Sustainability Disclosure Standards may specify the type of information an entity is required to disclose about its resilience to specific sustainability-related risks and how to prepare those disclosures, including whether a scenario analysis is required.","Other IFRS Sustainability Disclosure Standards may specify the type of information an entity is required to disclose about its resilience to specific sustainability-related risks and how to prepare those disclosures, including whether a scenario analysis is required.",,mandatory,True,"[""scenario_analysis""]",general,1.0,1.0
IFRS_S2_9_C01,IFRS S2,9,8,Strategy,Strategy,Strategy,"Specifically, an entity shall disclose information to enable users of general purpose financial reports to understand — (a) the climate-related risks and opportunities that could reasonably be expected to affect the entity’s prospects (see paragraphs 10–12)","Specifically, an entity shall disclose information to enable users of general purpose financial reports to understand: (a) the climate-related risks and opportunities that could reasonably be expected to affect the entity’s prospects (see paragraphs 10–12); (b) the current and anticipated effects of those climate-related risks and opportunities on the entity’s business model and value chain (see paragraph 13); (c) the effects of those climate-related risks and opportunities on the entity’s strategy and decision-making, including information about its climate-related transition plan (see paragraph 14); (d) the effects of those climate-related risks and opportunities on the entity’s financial position, financial performance and cash flows for the reporting period, and their anticipated effects on the entity’s financial position, financial performance and cash flows over the short, medium and long term, taking into consideration how those climate-related risks and opportunities have been factored into the entity’s financial planning (see paragraphs 15–21); and (e) the climate resilience of the entity’s strategy and its business model to climate-related changes, developments and uncertainties, taking into consideration the entity’s identified climate-related risks and opportunities (see paragraph 22).",(a),mandatory,True,[],medium,1.0,1.0
IFRS_S2_9_C02,IFRS S2,9,8,Strategy,Strategy,Strategy,"Specifically, an entity shall disclose information to enable users of general purpose financial reports to understand — (b) the current and anticipated effects of those climate-related risks and opportunities on the entity’s business model and value chain (see paragraph 13)","Specifically, an entity shall disclose information to enable users of general purpose financial reports to understand: (a) the climate-related risks and opportunities that could reasonably be expected to affect the entity’s prospects (see paragraphs 10–12); (b) the current and anticipated effects of those climate-related risks and opportunities on the entity’s business model and value chain (see paragraph 13); (c) the effects of those climate-related risks and opportunities on the entity’s strategy and decision-making, including information about its climate-related transition plan (see paragraph 14); (d) the effects of those climate-related risks and opportunities on the entity’s financial position, financial performance and cash flows for the reporting period, and their anticipated effects on the entity’s financial position, financial performance and cash flows over the short, medium and long term, taking into consideration how those climate-related risks and opportunities have been factored into the entity’s financial planning (see paragraphs 15–21); and (e) the climate resilience of the entity’s strategy and its business model to climate-related changes, developments and uncertainties, taking into consideration the entity’s identified climate-related risks and opportunities (see paragraph 22).",(b),mandatory,True,"[""business_model_value_chain""]",medium,1.0,1.0
IFRS_S2_9_C03,IFRS S2,9,8,Strategy,Strategy,Strategy,"Specifically, an entity shall disclose information to enable users of general purpose financial reports to understand — (c) the effects of those climate-related risks and opportunities on the entity’s strategy and decision-making, including information about its climate-related transition plan (see paragraph 14)","Specifically, an entity shall disclose information to enable users of general purpose financial reports to understand: (a) the climate-related risks and opportunities that could reasonably be expected to affect the entity’s prospects (see paragraphs 10–12); (b) the current and anticipated effects of those climate-related risks and opportunities on the entity’s business model and value chain (see paragraph 13); (c) the effects of those climate-related risks and opportunities on the entity’s strategy and decision-making, including information about its climate-related transition plan (see paragraph 14); (d) the effects of those climate-related risks and opportunities on the entity’s financial position, financial performance and cash flows for the reporting period, and their anticipated effects on the entity’s financial position, financial performance and cash flows over the short, medium and long term, taking into consideration how those climate-related risks and opportunities have been factored into the entity’s financial planning (see paragraphs 15–21); and (e) the climate resilience of the entity’s strategy and its business model to climate-related changes, developments and uncertainties, taking into consideration the entity’s identified climate-related risks and opportunities (see paragraph 22).",(c),mandatory,True,"[""strategy_decision_making""]",medium,1.0,1.0
IFRS_S2_9_C04,IFRS S2,9,8,Strategy,Strategy,Strategy,"Specifically, an entity shall disclose information to enable users of general purpose financial reports to understand — (d) the effects of those climate-related risks and opportunities on the entity’s financial position, financial performance and cash flows for the reporting period, and their anticipated effects on the entity’s financial position, financial performance and cash flows over the short, medium and long term, taking into consideration how those climate-related risks and opportunities have been factored into the entity’s financial planning (see paragraphs 15–21)","Specifically, an entity shall disclose information to enable users of general purpose financial reports to understand: (a) the climate-related risks and opportunities that could reasonably be expected to affect the entity’s prospects (see paragraphs 10–12); (b) the current and anticipated effects of those climate-related risks and opportunities on the entity’s business model and value chain (see paragraph 13); (c) the effects of those climate-related risks and opportunities on the entity’s strategy and decision-making, including information about its climate-related transition plan (see paragraph 14); (d) the effects of those climate-related risks and opportunities on the entity’s financial position, financial performance and cash flows for the reporting period, and their anticipated effects on the entity’s financial position, financial performance and cash flows over the short, medium and long term, taking into consideration how those climate-related risks and opportunities have been factored into the entity’s financial planning (see paragraphs 15–21); and (e) the climate resilience of the entity’s strategy and its business model to climate-related changes, developments and uncertainties, taking into consideration the entity’s identified climate-related risks and opportunities (see paragraph 22).",(d),mandatory,True,"[""financial_effects""]",medium,1.0,1.0
IFRS_S2_9_C05,IFRS S2,9,8,Strategy,Strategy,Strategy,"Specifically, an entity shall disclose information to enable users of general purpose financial reports to understand — (e) the climate resilience of the entity’s strategy and its business model to climate-related changes, developments and uncertainties, taking into consideration the entity’s identified climate-related risks and opportunities (see paragraph 22).","Specifically, an entity shall disclose information to enable users of general purpose financial reports to understand: (a) the climate-related risks and opportunities that could reasonably be expected to affect the entity’s prospects (see paragraphs 10–12); (b) the current and anticipated effects of those climate-related risks and opportunities on the entity’s business model and value chain (see paragraph 13); (c) the effects of those climate-related risks and opportunities on the entity’s strategy and decision-making, including information about its climate-related transition plan (see paragraph 14); (d) the effects of those climate-related risks and opportunities on the entity’s financial position, financial performance and cash flows for the reporting period, and their anticipated effects on the entity’s financial position, financial performance and cash flows over the short, medium and long term, taking into consideration how those climate-related risks and opportunities have been factored into the entity’s financial planning (see paragraphs 15–21); and (e) the climate resilience of the entity’s strategy and its business model to climate-related changes, developments and uncertainties, taking into consideration the entity’s identified climate-related risks and opportunities (see paragraph 22).",(e),mandatory,True,"[""business_model_value_chain"", ""scenario_analysis""]",medium,1.0,1.0
IFRS_S2_10_C01,IFRS S2,10,8,Strategy,Strategy,Climate-related risks and opportunities,"An entity shall disclose information that enables users of general purpose financial reports to understand the climate-related risks and opportunities that could reasonably be expected to affect the entity’s prospects. Specifically, the entity shall — (a) describe climate-related risks and opportunities that could reasonably be expected to affect the entity’s prospects","An entity shall disclose information that enables users of general purpose financial reports to understand the climate-related risks and opportunities that could reasonably be expected to affect the entity’s prospects. Specifically, the entity shall: (a) describe climate-related risks and opportunities that could reasonably be expected to affect the entity’s prospects; (b) explain, for each climate-related risk the entity has identified, whether the entity considers the risk to be a climate-related physical risk or climate-related transition risk; (c) specify, for each climate-related risk and opportunity the entity has identified, over which time horizons—short, medium or long term— the effects of each climate-related risk and opportunity could reasonably be expected to occur; and (d) explain how the entity defines ‘short term’, ‘medium term’ and ‘long term’ and how these definitions are linked to the planning horizons used by the entity for strategic decision-making.",(a),mandatory,True,[],medium,1.0,1.0
