report_section,standard,source_authority,paragraph,source_ref,primary_section,all_report_sections,obligation_type,applicability,applies_to_banks,metric_type,related_paragraphs,requirement_text,covered_in_draft,evidence_sentence,missing_data,qa_comment
strategy,S1,core_standard,10(a),S1 ¶10(a) p.12-12,strategy,strategy,shall,not_financial_specific,False,,,a description of the current and anticipated effects of sustainability- related risks and opportunities on the entity ’s business model and value chain; and,,,,
strategy,S1,core_standard,10(b),S1 ¶10(b) p.12-12,strategy,strategy,shall,not_financial_specific,False,,,"specify the time horizons —short, medium or long term —over which the effects of each of those sustainability-related risks and opportunities could reasonably be expected to occur; and",,,,
strategy,S1,core_standard,10(b),S1 ¶10(b) p.12-13,strategy,strategy,shall,not_financial_specific,False,,,"a description of where in the entity ’s business model and value chain sustainability-related risks and opportunities are concentrated (for example, geographical areas, facilities and types of assets).",,,,
strategy,S1,core_standard,10(c),S1 ¶10(c) p.12-12,strategy,general_requirements;strategy,shall,not_financial_specific,False,,,"explain how the entity defines ‘short term ’, ‘medium term ’ and ‘long term’ and how these definitions are linked to the planning horizons used by the entity for strategic decision-making.",,,,
strategy,S1,core_standard,10(d),S1 ¶10(d) p.12-12,strategy,strategy,shall,not_financial_specific,False,,34;35;36;37;38;39;40,"the effects of those sustainability-related risks and opportunities on the entity ’s financial position, financial performance and cash flows for the reporting period, and their anticipated effects on the entity ’s financial position, financial performance and cash flows over the short, medium and long term, taking into consideration how those sustainability-related risks and opportunities have been factored into the entityʼs financial planning (see paragraphs 34–40); and",,,,
strategy,S1,core_standard,10(e),S1 ¶10(e) p.12-12,strategy,strategy,shall,not_financial_specific,False,,41;42,the resilience of the entity ’s strategy and its business model to those sustainability-related risks (see paragraphs 41–42).,,,,
strategy,S1,core_standard,10(a),S1 ¶10(a) p.13-13,strategy,strategy,shall,not_financial_specific,False,,,"how the entity has responded to, and plans to respond to, sustainability-related risks and opportunities in its strategy and decision-making;",,,,
strategy,S1,core_standard,10(a),S1 ¶10(a) p.13-13,strategy,strategy;metrics_targets,shall,not_financial_specific,False,,,"the effects of sustainability-related risks and opportunities on the entity’s financial position, financial performance and cash flows for the reporting period (current financial effects); and",,,,
strategy,S1,core_standard,10(a),S1 ¶10(a) p.13-13,strategy,strategy;metrics_targets,shall,not_financial_specific,False,,,"how sustainability-related risks and opportunities have affected its financial position, financial performance and cash flows for the reporting period;",,,,
strategy,S1,core_standard,10(b),S1 ¶10(b) p.13-13,strategy,strategy,shall,not_financial_specific,False,,,"the progress against plans the entity has disclosed in previous reporting periods, including quantitative and qualitative information; and",,,,
strategy,S1,core_standard,10(b),S1 ¶10(b) p.13-13,strategy,strategy;metrics_targets,shall,not_financial_specific,False,,,"the anticipated effects of sustainability-related risks and opportunities on the entity’s financial position, financial performance and cash flows over the short, medium and long term, taking into consideration how sustainability-related risks and opportunities are included in the entity’s financial planning (anticipated financial effects). Specifically, an entity shall disclose quantitative and qualitative information about:",,,,
strategy,S1,core_standard,10(b),S1 ¶10(b) p.13-13,strategy,general_requirements;strategy,shall,not_financial_specific,False,,35(a),the sustainability-related risks and opportunities identified in paragraph 35(a) for which there is a significant risk of a material adjustment within the next annual reporting period to the carrying amounts of assets and liabilities reported in the related financial statements;,,,,
strategy,S1,core_standard,10(c),S1 ¶10(c) p.13-13,strategy,strategy,shall,not_financial_specific,False,,,"trade-offs between sustainability-related risks and opportunities that the entity considered (for example, in making a decision on the location of new operations, an entity might have considered the environmental impacts of those operations and the employment opportunities they would create in a community).",,,,
strategy,S1,core_standard,10(c),S1 ¶10(c) p.13-13,strategy,strategy;metrics_targets,shall,not_financial_specific,False,,,"how the entity expects its financial position to change over the short, medium and long term, given its strategy to manage sustainability- related risks and opportunities, taking into consideration:",,,,
strategy,S1,core_standard,12(i),S1 ¶12(i) p.14-14,strategy,strategy;metrics_targets,shall,not_financial_specific,False,,,"its investment and disposal plans (for example, plans for capital expenditure, major acquisitions and divestments, joint ventures, business transformation, innovation, new business areas, and asset retirements), including plans the entity is not contractually committed to; and",,,,
strategy,S1,core_standard,12(ii),S1 ¶12(ii) p.14-14,strategy,strategy;metrics_targets,shall,not_financial_specific,False,,,its planned sources of funding to implement its strategy; and,,,,
strategy,S1,core_standard,12(ii)(a),S1 ¶12(ii)(a) p.14-14,strategy,strategy,shall,not_financial_specific,False,,B8,use all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort (see paragraphs B8–B10); and,,,,
strategy,S1,core_standard,12(ii)(a),S1 ¶12(ii)(a) p.14-14,strategy,strategy,shall,not_financial_specific,False,,,explain why it has not provided quantitative information;,,,,
strategy,S1,core_standard,12(ii)(b),S1 ¶12(ii)(b) p.14-14,strategy,strategy,shall,not_financial_specific,False,,,"use an approach that is commensurate with the skills, capabilities and resources that are available to the entity for preparing those disclosures.",,,,
strategy,S1,core_standard,12(ii)(b),S1 ¶12(ii)(b) p.14-14,strategy,strategy,shall,not_financial_specific,False,,,"provide qualitative information about those financial effects, including identifying line items, totals and subtotals within the related financial statements that are likely to be affected, or have been affected, by that sustainability-related risk or opportunity; and",,,,
strategy,S1,core_standard,12(ii)(c),S1 ¶12(ii)(c) p.15-15,strategy,strategy,shall,not_financial_specific,False,,,provide quantitative information about the combined financial effects of that sustainability-related risk or opportunity with other sustainability-related risks or opportunities and other factors unless the entity determines that quantitative information about the combined financial effects would not be useful.,,,,
strategy,S1,core_standard,12(ii)(c),S1 ¶12(ii)(c) p.15-15,strategy,strategy,shall,not_financial_specific,False,,,An entity shall disclose information that enables users of general purpose financial reports to understand its capacity to adjust to the uncertainties arising from sustainability-related risks.,,,,
strategy,S1,core_standard,12(ii)(c),S1 ¶12(ii)(c) p.15-15,strategy,strategy,shall,not_financial_specific,False,,,"An entity shall disclose a qualitative and, if applicable, quantitative assessment of the resilience of its strategy and business model in relation to its sustainability-related risks, including information about how the assessment was carried out and its time horizon.",,,,
strategy,S2,core_standard,6(iv),S2 ¶6(iv) p.7-7,governance,governance;strategy;risk_management,shall,not_financial_specific,False,,,"how the body(s) or individual(s) takes into account climate- related risks and opportunities when overseeing the entity ’s strategy, its decisions on major transactions and its risk management processes and related policies, including whether the body(s) or individual(s) has considered trade-offs associated with those risks and opportunities; and",,,,
strategy,S2,core_standard,unknown,S2 ¶unknown p.7-8,strategy,strategy,shall,not_financial_specific,False,,10,"Specifically, an entity shall disclose information to enable users of general purpose financial reports to understand: (a) the climate-related risks and opportunities that could reasonably be expected to affect the entity’s prospects (see paragraphs 10–12);",,,,
strategy,S2,core_standard,unknown,S2 ¶unknown p.7-8,strategy,strategy,shall,not_financial_specific,False,,13,"Specifically, an entity shall disclose information to enable users of general purpose financial reports to understand: (b) the current and anticipated effects of those climate-related risks and opportunities on the entity ’s business model and value chain (see paragraph 13);",,,,
strategy,S2,core_standard,unknown,S2 ¶unknown p.7-8,strategy,strategy,shall,not_financial_specific,False,,14,"Specifically, an entity shall disclose information to enable users of general purpose financial reports to understand: (c) the effects of those climate-related risks and opportunities on the entity’s strategy and decision-making, including information about its climate-related transition plan (see paragraph 14);",,,,
strategy,S2,core_standard,unknown,S2 ¶unknown p.7-8,strategy,strategy;metrics_targets,shall,not_financial_specific,False,,15,"Specifically, an entity shall disclose information to enable users of general purpose financial reports to understand: (d) the effects of those climate-related risks and opportunities on the entity’s financial position, financial performance and cash flows for the reporting period, and their anticipated effects on the entity ’s financial position, financial performance and cash flows over the short, medium and long term, taking into consideration how those climate-related risks and opportunities have been factored into the entity’s financial planning (see paragraphs 15–21); and",,,,
strategy,S2,core_standard,unknown,S2 ¶unknown p.7-8,strategy,strategy,shall,not_financial_specific,False,,22,"Specifically, an entity shall disclose information to enable users of general purpose financial reports to understand: (e) the climate resilience of the entity ’s strategy and its business model to climate-related changes, developments and uncertainties, taking into consideration the entity ’s identified climate-related risks and opportunities (see paragraph 22).",,,,
strategy,S2,core_standard,unknown,S2 ¶unknown p.7-8,strategy,strategy,shall,not_financial_specific,False,,,An entity shall disclose information that enables users of general purpose financial reports to understand the climate-related risks and opportunities that could reasonably be expected to affect the entity ’s prospects.,,,,
strategy,S2,core_standard,unknown,S2 ¶unknown p.7-8,strategy,strategy,shall,not_financial_specific,False,,,"Specifically, the entity shall: (a) describe climate-related risks and opportunities that could reasonably be expected to affect the entity’s prospects;",,,,
strategy,S2,core_standard,unknown,S2 ¶unknown p.7-8,strategy,strategy,shall,not_financial_specific,False,,,"Specifically, the entity shall: (b) explain, for each climate-related risk the entity has identified, whether the entity considers the risk to be a climate-related physical risk or climate-related transition risk;",,,,
strategy,S2,core_standard,unknown,S2 ¶unknown p.7-8,strategy,strategy,shall,not_financial_specific,False,,,"Specifically, the entity shall: (c) specify, for each climate-related risk and opportunity the entity has identified, over which time horizons —short, medium or long term — the effects of each climate-related risk and opportunity could reasonably be expected to occur;",,,,
strategy,S2,core_standard,unknown,S2 ¶unknown p.7-8,strategy,strategy,shall,not_financial_specific,False,,,"Specifically, the entity shall: (d) explain how the entity defines ‘short term ’, ‘medium term ’ and ‘long term’ and how these definitions are linked to the planning horizons used by the entity for strategic decision-making.",,,,
strategy,S2,core_standard,8,S2 ¶8 p.8-9,strategy,strategy,shall,not_financial_specific,False,,,An entity shall disclose information that enables users of general purpose financial reports to understand the current and anticipated effects of climate-related risks and opportunities on the entity’s business model and value chain.,,,,
strategy,S2,core_standard,8(a),S2 ¶8(a) p.9-9,strategy,strategy,shall,not_financial_specific,False,,,a description of the current and anticipated effects of climate-related risks and opportunities on the entity’s business model and value chain; and,,,,
strategy,S2,core_standard,8(a),S2 ¶8(a) p.9-9,strategy,strategy;metrics_targets,shall,not_financial_specific,False,,,"information about how the entity has responded to, and plans to respond to, climate-related risks and opportunities in its strategy and decision-making, including how the entity plans to achieve any climate-related targets it has set and any targets it is required to meet by law or regulation.",,,,
strategy,S2,core_standard,8(a)(i),S2 ¶8(a)(i) p.9-9,strategy,strategy,shall,not_financial_specific,False,,,"current and anticipated changes to the entity’s business model, including its resource allocation, to address climate-related risks and opportunities (for example, these changes could include plans to manage or decommission carbon-, energy- or water-intensive operations; resource allocations resulting from demand or supply-chain changes; resource allocations arising from business development through capital expenditure or additional expenditure on research and development; and acquisitions or divestments);",,,,
strategy,S2,core_standard,8(b),S2 ¶8(b) p.9-9,strategy,strategy,shall,not_financial_specific,False,,,"a description of where in the entity’s business model and value chain climate-related risks and opportunities are concentrated (for example, geographical areas, facilities and types of assets).",,,,
strategy,S2,core_standard,8(b),S2 ¶8(b) p.9-9,strategy,strategy,shall,not_financial_specific,False,,,An entity shall disclose information that enables users of general purpose financial reports to understand the effects of climate-related risks and opportunities on its strategy and decision-making.,,,,
strategy,S2,core_standard,8(a)(ii),S2 ¶8(a)(ii) p.10-10,strategy,strategy,shall,not_financial_specific,False,,,"current and anticipated direct mitigation and adaptation efforts (for example, through changes in production processes or equipment, relocation of facilities, workforce adjustments, and changes in product specifications);",,,,
strategy,S2,core_standard,8(a)(iii),S2 ¶8(a)(iii) p.10-10,strategy,strategy,shall,not_financial_specific,False,,,"current and anticipated indirect mitigation and adaptation efforts (for example, through working with customers and supply chains);",,,,
strategy,S2,core_standard,8(a)(iv),S2 ¶8(a)(iv) p.10-10,strategy,strategy,shall,not_financial_specific,False,,,"any climate-related transition plan the entity has, including information about key assumptions used in developing its transition plan, and dependencies on which the entity’s transition plan relies; and",,,,
strategy,S2,core_standard,8(a)(v)(b),S2 ¶8(a)(v)(b) p.10-10,strategy,strategy,shall,not_financial_specific,False,,14(a),"information about how the entity is resourcing, and plans to resource, the activities disclosed in accordance with paragraph 14(a).",,,,
strategy,S2,core_standard,10(c)(ii)(d),S2 ¶10(c)(ii)(d) p.11-12,strategy,strategy,shall,not_financial_specific,False,,,"An entity shall disclose information that enables users of general purpose financial reports to understand the resilience of the entity’s strategy and business model to climate-related changes, developments and uncertainties, taking into consideration the entity’s identified climate-related risks and opportunities.",,,,
strategy,S2,core_standard,10(c)(ii)(d),S2 ¶10(c)(ii)(d) p.11-12,strategy,strategy;risk_management,shall,not_financial_specific,False,,B1,The entity shall use climate-related scenario analysis to assess its climate resilience using an approach that is commensurate with the entity’s circumstances (see paragraphs B1–B18).,,,,
strategy,S2,core_standard,10(c)(ii)(d),S2 ¶10(c)(ii)(d) p.11-12,strategy,strategy,shall,not_financial_specific,False,,,"Specifically, the entity shall disclose: (a) the entity’s assessment of its climate resilience as at the reporting date, which shall enable users of general purpose financial reports to understand: (i) the implications, if any, of the entity’s assessment for its strategy and business model, including how the entity would need to respond to the effects identified in the climate-related scenario analysis; (ii) the significant areas of uncertainty considered in the entity’s assessment of its climate resilience; (iii) the entity’s capacity to adjust or adapt its strategy and business model to climate change over the short, medium and long term, including; (1) the availability of, and flexibility in, the entity’s existing financial resources to respond to the effects identified in the climate-related scenario analysis, including to address climate-related risks and to take advantage of climate-related opportunities; (2) the entity’s ability to redeploy, repurpose, upgrade or decommission existing assets; and (3) the effect of the entity’s current and planned investments in climate-related mitigation, adaptation and opportunities for climate resilience; and (b) how and when the climate-related scenario analysis was carried out, including:",,,,
strategy,S2,core_standard,12(i),S2 ¶12(i) p.13-13,strategy,strategy;risk_management,shall,not_financial_specific,False,,,"information about the inputs the entity used, including:",,,,
strategy,S2,core_standard,12(i)(1),S2 ¶12(i)(1) p.13-13,strategy,strategy;risk_management,shall,not_financial_specific,False,,,which climate-related scenarios the entity used for the analysis and the sources of those scenarios;,,,,
strategy,S2,core_standard,12(i)(2),S2 ¶12(i)(2) p.13-13,strategy,strategy;risk_management,shall,not_financial_specific,False,,,whether the analysis included a diverse range of climate-related scenarios;,,,,
strategy,S2,core_standard,12(i)(3),S2 ¶12(i)(3) p.13-13,strategy,strategy;risk_management,shall,not_financial_specific,False,,,whether the climate-related scenarios used for the analysis are associated with climate-related transition risks or climate-related physical risks;,,,,
strategy,S2,core_standard,12(i)(4),S2 ¶12(i)(4) p.13-13,strategy,strategy;risk_management,shall,not_financial_specific,False,,,"whether the entity used, among its scenarios, a climate-related scenario aligned with the latest international agreement on climate change;",,,,
strategy,S2,core_standard,12(i)(5),S2 ¶12(i)(5) p.13-13,strategy,strategy;risk_management,shall,not_financial_specific,False,,,"why the entity decided that its chosen climate-related scenarios are relevant to assessing its resilience to climate-related changes, developments or uncertainties;",,,,
strategy,S2,core_standard,12(i)(6),S2 ¶12(i)(6) p.13-13,strategy,strategy;risk_management,shall,not_financial_specific,False,,,the time horizons the entity used in the analysis; and,,,,
strategy,S2,core_standard,12(i)(7),S2 ¶12(i)(7) p.13-13,strategy,strategy;risk_management,shall,not_financial_specific,False,,,"what scope of operations the entity used in the analysis (for example, the operating locations and business units used in the analysis);",,,,
strategy,S2,core_standard,24,S2 ¶24 p.24-25,strategy,strategy;risk_management,shall,not_financial_specific,False,,22,"Paragraph 22 requires an entity to use climate-related scenario analysis to assess its climate resilience, using an approach that is commensurate with its circumstances.",,,,
strategy,S2,core_standard,24,S2 ¶24 p.24-25,strategy,strategy;risk_management,shall,not_financial_specific,False,,,The entity is required to use an approach to climate-related scenario analysis that enables it to consider all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort.,,,,
strategy,S2,core_standard,2,S2 ¶2 p.25-26,strategy,strategy,shall,not_financial_specific,False,,,An entity shall consider its exposure to climate-related risks and opportunities in its assessment of its circumstances and when determining the approach to use for its climate-related scenario analysis.,,,,
strategy,S2,core_standard,2,S2 ¶2 p.25-26,strategy,strategy,shall,not_financial_specific,False,,,"An entity shall consider the available skills, capabilities and resources when determining an appropriate approach to use for its climate-related scenario analysis.",,,,
strategy,S2,core_standard,24(a),S2 ¶24(a) p.25-25,strategy,strategy;risk_management,shall,not_financial_specific,False,,B2,paragraphs B2–B7 set out the factors the entity shall consider when assessing its circumstances;,,,,
strategy,S2,core_standard,24(a),S2 ¶24(a) p.25-25,strategy,strategy;risk_management,shall,not_financial_specific,False,,B4;B5,To assess its circumstances the entity shall consider: the entity’s exposure to climate-related risks and opportunities (see paragraphs B4–B5);,,,,
strategy,S2,core_standard,24(b),S2 ¶24(b) p.25-25,strategy,strategy;risk_management,shall,not_financial_specific,False,,B8,paragraphs B8–B15 set out the factors the entity shall consider when determining an appropriate approach to climate-related scenario analysis; and,,,,
strategy,S2,core_standard,24(b),S2 ¶24(b) p.25-25,strategy,strategy;risk_management,shall,not_financial_specific,False,,B6;B7,"To assess its circumstances the entity shall consider: the skills, capabilities and resources available to the entity for the climate-related scenario analysis (see paragraphs B6–B7).",,,,
strategy,S2,core_standard,24(b),S2 ¶24(b) p.25-25,strategy,strategy;risk_management,shall,not_financial_specific,False,,,An entity shall assess its circumstances each time it carries out its climate-related scenario analysis.,,,,
strategy,S2,core_standard,24(c),S2 ¶24(c) p.25-25,strategy,strategy;risk_management,shall,not_financial_specific,False,,B16,paragraphs B16–B18 set out additional factors for the entity to consider when determining its approach to climate-related scenario analysis over time.,,,,
strategy,S2,core_standard,24(c),S2 ¶24(c) p.25-25,strategy,strategy;risk_management,shall,not_financial_specific,False,,B3,An entity shall use an approach to climate-related scenario analysis that is commensurate with its circumstances as at the time the entity carries out its climate-related scenario analysis (see paragraph B3).,,,,
strategy,S2,core_standard,26,S2 ¶26 p.26-27,strategy,strategy,shall,not_financial_specific,False,,,An entity shall determine an approach to climate-related scenario analysis that enables it to consider all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort.,,,,
strategy,S2,core_standard,26,S2 ¶26 p.26-27,strategy,strategy,shall,not_financial_specific,False,,B4;B6,"The determination of the approach shall be informed by the assessments of the entity’s exposure to climate-related risks and opportunities (see paragraphs B4–B5) and its available skills, capabilities and resources (see paragraphs B6–B7).",,,,
strategy,S2,core_standard,26(b),S2 ¶26(b) p.27-28,strategy,strategy,shall,not_financial_specific,False,,,"When an entity selects the inputs to use in its climate-related scenario analysis, the entity shall consider all reasonable and supportable information —including scenarios, variables and other inputs —available to the entity at the reporting date without undue cost or effort.",,,,
strategy,S2,core_standard,26(b),S2 ¶26(b) p.27-28,strategy,strategy,shall,not_financial_specific,False,,,The entity shall have a reasonable and supportable basis for using a particular scenario or set of scenarios.,,,,
strategy,S2,core_standard,26(b),S2 ¶26(b) p.27-28,strategy,strategy,shall,not_financial_specific,False,,22,"In considering whether the selected inputs are reasonable and supportable, an entity shall consider the objective of paragraph 22, which requires the entity to disclose information that enables users of general purpose financial reports to understand the resilience of the entity ’s strategy and business model to climate-related changes, developments and uncertainties, taking into consideration the entity ’s identified climate-related risks and opportunities.",,,,
strategy,S2,core_standard,26(b),S2 ¶26(b) p.27-28,strategy,strategy,shall,not_financial_specific,False,,,"This means that the inputs to the entity ’s climate-related scenario analysis shall be relevant to the entity ’s circumstances, for example, to the particular activities the entity undertakes and the geographical location of those activities.",,,,
strategy,S2,core_standard,26(b),S2 ¶26(b) p.27-28,strategy,strategy,shall,not_financial_specific,False,,,"The entity shall prioritise the analytical choices (for example, whether to use qualitative analysis or quantitative modelling) that will enable it to consider all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort.",,,,
strategy,S2,core_standard,26(b),S2 ¶26(b) p.27-28,strategy,strategy,shall,not_financial_specific,False,,B2,"As described in paragraphs B2 –B7, the entity shall determine its approach to climate-related scenario analysis based on its particular circumstances, including the entity ’s exposure to climate-related risks and opportunities and the skills, capabilities and resources available for the scenario analysis.",,,,
strategy,S2,core_standard,28,S2 ¶28 p.28-30,strategy,strategy,shall,not_financial_specific,False,,,The entity shall —at a minimum —update its climate-related scenario analysis in line with its strategic planning cycle.,,,,
strategy,S2,core_standard,28,S2 ¶28 p.28-30,strategy,strategy,shall,not_financial_specific,False,,22(a),"As such, an entity ’s disclosure in accordance with paragraph 22(a) — that is, the results of the entity ’s resilience assessment —shall be updated at each reporting period.",,,,
strategy,S2,core_standard,8(a)(v),S2 ¶8(a)(v) p.10-10,metrics_targets,strategy;metrics_targets,shall,not_financial_specific,False,,33,"how the entity plans to achieve any climate-related targets, including any greenhouse gas emissions targets, described in accordance with paragraphs 33–36.",,,,
strategy,S2,core_standard,10(c),S2 ¶10(c) p.11-11,metrics_targets,strategy;metrics_targets,shall,not_financial_specific,False,,,"how the entity expects its financial position to change over the short, medium and long term, given its strategy to manage climate-related risks and opportunities, taking into consideration:",,,,
strategy,S2,core_standard,10(c)(i),S2 ¶10(c)(i) p.11-11,metrics_targets,strategy;metrics_targets,shall,not_financial_specific,False,,,"its investment and disposal plans (for example, plans for capital expenditure, major acquisitions and divestments, joint ventures, business transformation, innovation, new business areas, and asset retirements), including plans the entity is not contractually committed to; and",,,,
strategy,S2,core_standard,10(c)(ii),S2 ¶10(c)(ii) p.11-11,metrics_targets,strategy;metrics_targets,shall,not_financial_specific,False,,,its planned sources of funding to implement its strategy; and,,,,
strategy,S2,core_standard,10(c)(ii)(d),S2 ¶10(c)(ii)(d) p.11-12,metrics_targets,strategy;metrics_targets,shall,not_financial_specific,False,,,"how the entity expects its financial performance and cash flows to change over the short, medium and long term, given its strategy to manage climate-related risks and opportunities (for example, increased revenue from products and services aligned with a lower-carbon economy; costs arising from physical damage to assets from climate events; and expenses associated with climate adaptation or mitigation).",,,,
strategy,S2,core_standard,16(i),S2 ¶16(i) p.17-17,metrics_targets,strategy;metrics_targets,shall,not_financial_specific,False,,,"an explanation of whether and how the entity is applying a carbon price in decision-making (for example, investment decisions, transfer pricing and scenario analysis); and",,,,
strategy,S2,core_standard,16(ii)(g)(i),S2 ¶16(ii)(g)(i) p.17-18,metrics_targets,strategy;metrics_targets,shall,not_financial_specific,False,,,"An entity shall disclose the quantitative and qualitative climate-related targets it has set to monitor progress towards achieving its strategic goals, and any targets it is required to meet by law or regulation, including any greenhouse gas emissions targets.",,,,
strategy,S2,core_standard,16(ii)(g)(i),S2 ¶16(ii)(g)(i) p.17-18,metrics_targets,strategy;metrics_targets,shall,not_financial_specific,False,,,"For each target, the entity shall disclose: (b) the objective of the target (for example, mitigation, adaptation or conformance with science-based initiatives);",,,,
strategy,S2,core_standard,16(ii)(g)(i),S2 ¶16(ii)(g)(i) p.17-18,metrics_targets,strategy;metrics_targets,shall,not_financial_specific,False,,,"For each target, the entity shall disclose: (h) how the latest international agreement on climate change, including jurisdictional commitments that arise from that agreement, has informed the target.",,,,
strategy,S2,core_standard,40(b)(ii)(c),S2 ¶40(b)(ii)(c) p.41-42,metrics_targets,strategy;metrics_targets,shall,not_financial_specific,False,,29(b)(g);13,"In preparing disclosures to fulfil the requirements in paragraph 29(b)–(g), an entity shall: (b) consider where in the entity ’s business model and value chain climate- related risks and opportunities are concentrated (for example, geographical areas, facilities or types of assets) (see paragraph 13).",,,,
strategy,S2,core_standard,40(b)(ii)(c),S2 ¶40(b)(ii)(c) p.41-42,metrics_targets,strategy;metrics_targets,shall,not_financial_specific,False,,29(b)(g);16(a)(b),"In preparing disclosures to fulfil the requirements in paragraph 29(b)–(g), an entity shall: (c) consider the information disclosed in accordance with paragraph 16(a) –(b) in relation to the effects of climate-related risks and opportunities on the entity ’s financial position, financial performance and cash flows for the reporting period.",,,,
strategy,S2_IBG_CB,industry_guidance,1,S2_IBG_CB ¶1 p.5-5,risk_management,strategy;risk_management;industry_metrics,shall,commercial_banking,True,FN-CB-410a.2,,"The entity shall describe its approach to the incorporation of environmental, social and governance (ESG) factors in its credit analysis.",,,,
strategy,S2_IBG_CB,industry_guidance,10,S2_IBG_CB ¶10 p.6-6,risk_management,strategy;risk_management;industry_metrics,shall,commercial_banking,True,FN-CB-410a.2,,The entity shall describe how ESG factors are incorporated in the assessment of and influence the entity’s views on:,,,,
strategy,S2_IBG_CB,industry_guidance,10,S2_IBG_CB ¶10 p.6-6,risk_management,strategy;risk_management;industry_metrics,shall,commercial_banking,True,FN-CB-410a.2,,"Traditional macroeconomic factors such as the economic conditions, central bank monetary policy, industry trends, and geopolitical risks that affect creditworthiness of borrowers",,,,
strategy,S2_IBG_CB,industry_guidance,10,S2_IBG_CB ¶10 p.6-6,risk_management,strategy;risk_management;industry_metrics,shall,commercial_banking,True,FN-CB-410a.2,,Traditional microeconomic factors such as supply and demand for products or services that affect financial conditions and operational results of borrowers as well as their creditworthiness,,,,
strategy,S2_IBG_CB,industry_guidance,7,S2_IBG_CB ¶7 p.6-6,risk_management,strategy;risk_management;industry_metrics,shall,commercial_banking,True,FN-CB-410a.2,,The entity shall discuss whether it conducts scenario analysis or modelling in which the risk profile of future ESG trends is calculated at the portfolio level of commercial and industrial credit exposure.,,,,
strategy,S2_IBG_CB,industry_guidance,8,S2_IBG_CB ¶8 p.6-6,risk_management,strategy;risk_management;industry_metrics,shall,commercial_banking,True,FN-CB-410a.2,,"The entity shall discuss ESG trends it considers apply broadly in terms of their effect on sectors and industries, as well as the trends it deems as sector- or industry-specific.",,,,
strategy,S2_IBG_CB,industry_guidance,8,S2_IBG_CB ¶8 p.6-6,risk_management,strategy;risk_management;industry_metrics,may,commercial_banking,True,FN-CB-410a.2,,The entity may further provide the discussion in the context of geographical exposure of its commercial and industrial credit portfolio.,,,,
