report_section,standard,source_authority,paragraph,source_ref,primary_section,all_report_sections,obligation_type,applicability,applies_to_banks,metric_type,related_paragraphs,requirement_text,covered_in_draft,evidence_sentence,missing_data,qa_comment
general_requirements,S1,core_standard,14(vi)(b)(i),S1 ¶14(vi)(b)(i) p.16-17,general_requirements,general_requirements,shall,not_financial_specific,False,,,In addition to IFRS Sustainability Disclosure Standards: (a) an entity shall refer to and consider the applicability of the disclosure topics in the SASB Standards.,,,,
general_requirements,S1,core_standard,16(b)(iii)(a),S1 ¶16(b)(iii)(a) p.18-19,general_requirements,general_requirements;metrics_targets,shall,not_financial_specific,False,,57,In making the judgement described in paragraph 57: (a) an entity shall refer to and consider the applicability of the metrics associated with the disclosure topics included in the SASB Standards.,,,,
general_requirements,S1,core_standard,16(b)(iii)(a),S1 ¶16(b)(iii)(a) p.18-19,general_requirements,general_requirements,shall,not_financial_specific,False,,,"An entity shall identify: (a) the specific standards, pronouncements, industry practice and other sources of guidance that the entity has applied in preparing its sustainability-related financial disclosures, including, if applicable, identifying the disclosure topics in the SASB Standards; and (b) the industry(s) specified in the IFRS Sustainability Disclosure Standards, the SASB Standards or other sources of guidance relating to a particular industry(s) that the entity has applied in preparing its sustainability-related financial disclosures, including in identifying applicable metrics.",,,,
general_requirements,S1,core_standard,16(b)(iii)(a),S1 ¶16(b)(iii)(a) p.18-19,general_requirements,general_requirements,shall,not_financial_specific,False,,B27,The entity shall ensure that the sustainability-related financial disclosures are clearly identifiable and not obscured by that additional information (see paragraph B27).,,,,
general_requirements,S1,core_standard,16(b)(iii)(a),S1 ¶16(b)(iii)(a) p.18-19,general_requirements,general_requirements,shall,not_financial_specific,False,,B45,"If an entity includes information by cross-reference, the entity shall apply the requirements in paragraphs B45–B47.",,,,
general_requirements,S1,core_standard,18,S1 ¶18 p.19-20,general_requirements,general_requirements,shall,not_financial_specific,False,,,An entity shall report its sustainability-related financial disclosures at the same time as its related financial statements.,,,,
general_requirements,S1,core_standard,18,S1 ¶18 p.19-20,general_requirements,general_requirements,shall,not_financial_specific,False,,,The entity’s sustainability-related financial disclosures shall cover the same reporting period as the related financial statements.,,,,
general_requirements,S1,core_standard,12(a),S1 ¶12(a) p.20-20,general_requirements,general_requirements,shall,not_financial_specific,False,,,"When an entity changes the end of its reporting period and provides sustainability-related financial disclosures for a period longer or shorter than months, it shall disclose: the period covered by the sustainability-related financial disclosures;",,,,
general_requirements,S1,core_standard,12(b),S1 ¶12(b) p.20-20,general_requirements,general_requirements,shall,not_financial_specific,False,,,"When an entity changes the end of its reporting period and provides sustainability-related financial disclosures for a period longer or shorter than months, it shall disclose: the reason for using a longer or shorter period; and",,,,
general_requirements,S1,core_standard,12(c),S1 ¶12(c) p.20-21,general_requirements,general_requirements,shall,not_financial_specific,False,,,"When an entity changes the end of its reporting period and provides sustainability-related financial disclosures for a period longer or shorter than months, it shall disclose: the fact that the amounts disclosed in the sustainability-related financial disclosures are not entirely comparable.",,,,
general_requirements,S1,core_standard,12(c),S1 ¶12(c) p.20-21,general_requirements,general_requirements,shall,not_financial_specific,False,,,"If, after the end of the reporting period but before the date on which the sustainability-related financial disclosures are authorised for issue, an entity receives information about conditions that existed at the end of the reporting period, it shall update disclosures that relate to those conditions in the light of the new information.",,,,
general_requirements,S1,core_standard,12(c),S1 ¶12(c) p.20-21,general_requirements,general_requirements,shall,not_financial_specific,False,,,"An entity shall disclose information about transactions, other events and conditions that occur after the end of the reporting period, but before the date on which the sustainability-related financial disclosures are authorised for issue, if non-disclosure of that information could reasonably be expected to influence decisions that primary users of general purpose financial reports make on the basis of those reports.",,,,
general_requirements,S1,core_standard,12(c),S1 ¶12(c) p.20-21,general_requirements,general_requirements,shall,not_financial_specific,False,,B48,"If an entity is required or elects to publish interim sustainability-related financial disclosures in accordance with IFRS Sustainability Disclosure Standards, the entity shall apply paragraph B48.",,,,
general_requirements,S1,core_standard,12(c),S1 ¶12(c) p.20-21,general_requirements,general_requirements,shall,not_financial_specific,False,,,"Unless another IFRS Sustainability Disclosure Standard permits or requires otherwise, an entity shall disclose comparative information in respect of the preceding period for all amounts disclosed in the reporting period.",,,,
general_requirements,S1,core_standard,12(c),S1 ¶12(c) p.20-21,general_requirements,general_requirements,shall,not_financial_specific,False,,B49,"If such information would be useful for an understanding of the sustainability-related financial disclosures for the reporting period, the entity shall also disclose comparative information for narrative and descriptive sustainability-related financial information (see paragraphs B49–B59).",,,,
general_requirements,S1,core_standard,12(c),S1 ¶12(c) p.20-21,general_requirements,general_requirements,shall,not_financial_specific,False,,,An entity whose sustainability-related financial disclosures comply with all the requirements of IFRS Sustainability Disclosure Standards shall make an explicit and unreserved statement of compliance.,,,,
general_requirements,S1,core_standard,12(c),S1 ¶12(c) p.20-21,general_requirements,general_requirements,shall,not_financial_specific,False,,,An entity shall not describe sustainability-related financial disclosures as complying with IFRS Sustainability Disclosure Standards unless they comply with all the requirements of IFRS Sustainability Disclosure Standards.,,,,
general_requirements,S1,core_standard,12(c),S1 ¶12(c) p.20-21,general_requirements,general_requirements,shall,not_financial_specific,False,,77,"An entity shall disclose information to enable users of general purpose financial reports to understand the judgements, apart from those involving estimations of amounts (see paragraph 77), that the entity has made in the process of preparing its sustainability-related financial disclosures and that have the most significant effect on the information included in those disclosures.",,,,
general_requirements,S1,core_standard,20(a),S1 ¶20(a) p.22-22,general_requirements,general_requirements,shall,not_financial_specific,False,,,An entity shall: identify the amounts that it has disclosed that are subject to a high level of measurement uncertainty; and,,,,
general_requirements,S1,core_standard,20(b),S1 ¶20(b) p.22-22,general_requirements,general_requirements,shall,not_financial_specific,False,,78,"An entity shall: in relation to each amount identified in paragraph 78(a), disclose information about:",,,,
general_requirements,S1,core_standard,20(b)(i),S1 ¶20(b)(i) p.22-22,general_requirements,general_requirements,shall,not_financial_specific,False,,,"the sources of measurement uncertainty —for example, the dependence of the amount on the outcome of a future event, on a measurement technique or on the availability and quality of data from the entity’s value chain; and",,,,
general_requirements,S1,core_standard,20(d),S1 ¶20(d) p.22-22,general_requirements,general_requirements;strategy;risk_management,shall,not_financial_specific,False,,,An entity shall disclose information to enable users of general purpose financial reports to understand the most significant uncertainties affecting the amounts reported in its sustainability-related financial disclosures.,,,,
general_requirements,S1,core_standard,20(b)(ii)(a),S1 ¶20(b)(ii)(a) p.23-23,general_requirements,general_requirements,shall,not_financial_specific,False,,,An entity shall correct material prior period errors by restating the comparative amounts for the prior period(s) disclosed unless it is impracticable to do so.,,,,
general_requirements,S1,core_standard,20(b)(ii)(a),S1 ¶20(b)(ii)(a) p.23-23,general_requirements,general_requirements,shall,not_financial_specific,False,,B55,"If an entity identifies a material error in its prior period sustainability-related financial disclosures, it shall apply paragraphs B55–B59.",,,,
general_requirements,S1,core_standard,24,S1 ¶24 p.25-27,general_requirements,general_requirements,shall,not_financial_specific,False,,B8,An entity shall use all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort (see paragraphs B8–B10):,,,,
general_requirements,S1,core_standard,24(a),S1 ¶24(a) p.27-27,general_requirements,general_requirements;strategy;risk_management,shall,not_financial_specific,False,,,to identify the sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s prospects; and,,,,
general_requirements,S1,core_standard,24(b),S1 ¶24(b) p.27-27,general_requirements,general_requirements;strategy;risk_management,shall,not_financial_specific,False,,,"to determine the scope of its value chain, including its breadth and composition, in relation to each of those sustainability-related risks and opportunities.",,,,
general_requirements,S1,core_standard,24(b),S1 ¶24(b) p.27-27,general_requirements,general_requirements,shall,not_financial_specific,False,,54,"In identifying the sustainability-related risks and opportunities that could reasonably be expected to affect its prospects, an entity shall apply the requirements on sources of guidance in paragraphs 54–55.",,,,
general_requirements,S1,core_standard,26,S1 ¶26 p.27-28,general_requirements,general_requirements;strategy;risk_management,shall,not_financial_specific,False,,,"On the occurrence of a significant event or significant change in circumstances, an entity shall reassess the scope of all affected sustainability- related risks and opportunities throughout its value chain.",,,,
general_requirements,S1,core_standard,26(c),S1 ¶26(c) p.29-29,general_requirements,general_requirements,shall,not_financial_specific,False,,,"To identify material information about a sustainability-related risk or opportunity, an entity shall apply, as the starting point, the requirements of the IFRS Sustainability Disclosure Standard that specifically applies to that sustainability-related risk or opportunity.",,,,
general_requirements,S1,core_standard,26(c),S1 ¶26(c) p.29-29,general_requirements,general_requirements,shall,not_financial_specific,False,,57;58,"In the absence of an IFRS Sustainability Disclosure Standard that specifically applies to a sustainability- related risk or opportunity, the entity shall apply the requirements on sources of guidance specified in paragraphs 57–58.",,,,
general_requirements,S1,core_standard,28,S1 ¶28 p.29-30,general_requirements,general_requirements,shall,not_financial_specific,False,,B20,"An entity shall assess whether the information identified in applying paragraph B20, either individually or in combination with other information, is material in the context of the entity’s sustainability-related financial disclosures taken as a whole.",,,,
general_requirements,S1,core_standard,28,S1 ¶28 p.29-30,general_requirements,general_requirements,shall,not_financial_specific,False,,,"In assessing whether information is material, an entity shall consider both quantitative and qualitative factors.",,,,
general_requirements,S1,core_standard,28,S1 ¶28 p.29-30,general_requirements,general_requirements,shall,not_financial_specific,False,,,"In judging whether information about such possible future events is material, an entity shall consider:",,,,
general_requirements,S1,core_standard,28(a),S1 ¶28(a) p.30-30,general_requirements,general_requirements,shall,not_financial_specific,False,,,"the potential effects of the events on the amount, timing and uncertainty of the entity’s future cash flows over the short, medium and long term (referred to as ‘the possible outcome’); and",,,,
general_requirements,S1,core_standard,28(b),S1 ¶28(b) p.30-31,general_requirements,general_requirements,shall,not_financial_specific,False,,,the range of possible outcomes and the likelihood of the possible outcomes within that range.,,,,
general_requirements,S1,core_standard,28(b),S1 ¶28(b) p.30-31,general_requirements,general_requirements,shall,not_financial_specific,False,,,"When considering possible outcomes, an entity shall consider all pertinent facts and circumstances.",,,,
general_requirements,S1,core_standard,28(b),S1 ¶28(b) p.30-31,general_requirements,general_requirements,shall,not_financial_specific,False,,,"However, an entity shall also consider whether information about low-probability and high-impact outcomes might be material either individually or in combination with information about other low-probability and high-impact outcomes.",,,,
general_requirements,S1,core_standard,28(b),S1 ¶28(b) p.30-31,general_requirements,general_requirements,shall,not_financial_specific,False,,,An entity need not disclose information otherwise required by an IFRS Sustainability Disclosure Standard if the information is not material.,,,,
general_requirements,S1,core_standard,28(b),S1 ¶28(b) p.30-31,general_requirements,general_requirements,shall,not_financial_specific,False,,,"An entity shall disclose additional information when compliance with the specifically applicable requirements in an IFRS Sustainability Disclosure Standard is insufficient to enable users of general purpose financial reports to understand the effects of sustainability-related risks and opportunities on the entity’s cash flows, its access to finance and cost of capital over the short, medium and long term.",,,,
general_requirements,S1,core_standard,28(b),S1 ¶28(b) p.30-31,general_requirements,general_requirements,shall,not_financial_specific,False,,62,An entity shall identify its sustainability-related financial disclosures clearly and distinguish them from other information provided by the entity (see paragraph 62).,,,,
general_requirements,S1,core_standard,28(b),S1 ¶28(b) p.30-31,general_requirements,general_requirements,shall,not_financial_specific,False,,,An entity shall not obscure material information.,,,,
general_requirements,S1,core_standard,28(f),S1 ¶28(f) p.31-31,general_requirements,general_requirements,shall,not_financial_specific,False,,,An entity shall reassess its materiality judgements at each reporting date to take account of changed circumstances and assumptions.,,,,
general_requirements,S1,core_standard,28(f),S1 ¶28(f) p.31-31,general_requirements,general_requirements,shall,not_financial_specific,False,,,"When an entity applies IFRS Sustainability Disclosure Standards, it shall consider all facts and circumstances and decide how to aggregate and disaggregate information in its sustainability-related financial disclosures.",,,,
general_requirements,S1,core_standard,28(f),S1 ¶28(f) p.31-31,general_requirements,general_requirements,shall,not_financial_specific,False,,,The entity shall not reduce the understandability of its sustainability-related financial disclosures by obscuring material information with immaterial information or by aggregating material items of information that are dissimilar to each other.,,,,
general_requirements,S1,core_standard,30,S1 ¶30 p.31-32,general_requirements,general_requirements,shall,not_financial_specific,False,,,An entity shall not aggregate information if doing so would obscure information that is material.,,,,
general_requirements,S1,core_standard,30,S1 ¶30 p.31-32,general_requirements,general_requirements,shall,not_financial_specific,False,,,Information shall be aggregated if items of information have shared characteristics and shall not be aggregated if they do not have shared characteristics.,,,,
general_requirements,S1,core_standard,30,S1 ¶30 p.31-32,general_requirements,general_requirements,shall,not_financial_specific,False,,,"However, such information shall not obscure material information.",,,,
general_requirements,S1,core_standard,30,S1 ¶30 p.31-32,general_requirements,general_requirements,shall,not_financial_specific,False,,,"An entity shall disclose material sustainability-related financial information, even if law or regulation permits the entity not to disclose such information.",,,,
general_requirements,S1,core_standard,30,S1 ¶30 p.31-32,general_requirements,general_requirements,shall,not_financial_specific,False,,,An entity need not disclose information otherwise required by an IFRS Sustainability Disclosure Standard if law or regulation prohibits the entity from disclosing that information.,,,,
general_requirements,S1,core_standard,30,S1 ¶30 p.31-32,general_requirements,general_requirements,shall,not_financial_specific,False,,,"If an entity omits material information for that reason, it shall identify the type of information not disclosed and explain the source of the restriction.",,,,
general_requirements,S1,core_standard,30(a),S1 ¶30(a) p.32-32,general_requirements,general_requirements,shall,not_financial_specific,False,,B34,information about the sustainability-related opportunity is not already publicly available;,,,,
general_requirements,S1,core_standard,30(b),S1 ¶30(b) p.32-32,general_requirements,general_requirements,shall,not_financial_specific,False,,B34,disclosure of that information could reasonably be expected to prejudice seriously the economic benefits the entity would otherwise be able to realise in pursuing the opportunity; and,,,,
general_requirements,S1,core_standard,30(c),S1 ¶30(c) p.32-33,general_requirements,general_requirements,shall,not_financial_specific,False,,B34,"the entity has determined that it is impossible to disclose that information in a manner—for example, at an aggregated level—that would enable the entity to meet the objectives of the disclosure requirements without prejudicing seriously the economic benefits the entity would otherwise be able to realise in pursuing the opportunity.",,,,
general_requirements,S1,core_standard,30(a),S1 ¶30(a) p.33-33,general_requirements,general_requirements,shall,not_financial_specific,False,,B34,"If an entity elects to use the exemption specified in paragraph B34, the entity shall, for each item of information omitted: disclose the fact that it has used the exemption; and",,,,
general_requirements,S1,core_standard,32(ii)(a),S1 ¶32(ii)(a) p.34-34,general_requirements,general_requirements,shall,not_financial_specific,False,,,"In providing connected information, an entity shall: explain connections between disclosures in a clear and concise manner;",,,,
general_requirements,S1,core_standard,32(ii)(b),S1 ¶32(ii)(b) p.34-34,general_requirements,general_requirements;governance;strategy;risk_management;metrics_targets,shall,not_financial_specific,False,,,"For example, if an entity integrates its oversight of sustainability-related risks and opportunities, the entity shall integrate the disclosures on governance instead of providing separate disclosures on governance for each sustainability-related risk and opportunity.",,,,
general_requirements,S1,core_standard,32(ii)(b),S1 ¶32(ii)(b) p.34-34,general_requirements,general_requirements,shall,not_financial_specific,False,,,"In providing connected information, an entity shall: avoid unnecessary duplication if IFRS Sustainability Disclosure Standards require the disclosure of common items of information; and",,,,
general_requirements,S1,core_standard,32(ii)(c),S1 ¶32(ii)(c) p.34-34,general_requirements,general_requirements;metrics_targets,shall,not_financial_specific,False,,,"In providing connected information, an entity shall: disclose information about significant differences between the data and assumptions used in preparing the entity ’s sustainability-related financial disclosures and the data and assumptions used in preparing the related financial statements.",,,,
general_requirements,S1,core_standard,32(ii)(a),S1 ¶32(ii)(a) p.35-35,general_requirements,general_requirements,shall,not_financial_specific,False,,,"Material information can be included in an entity ’s sustainability-related financial disclosures by cross-reference, provided that: the cross-referenced information is available on the same terms and at the same time as the sustainability-related financial disclosures; and",,,,
general_requirements,S1,core_standard,32(ii)(a),S1 ¶32(ii)(a) p.35-35,general_requirements,general_requirements,shall,not_financial_specific,False,,,Information included by cross-reference becomes part of the complete set of sustainability-related financial disclosures and shall comply with the requirements of IFRS Sustainability Disclosure Standards.,,,,
general_requirements,S1,core_standard,32(ii)(a),S1 ¶32(ii)(a) p.35-35,general_requirements,general_requirements,shall,not_financial_specific,False,,,If information required by an IFRS Sustainability Disclosure Standard is included by cross-reference: the sustainability-related financial disclosures shall clearly identify the report within which that information is located and explain how to access that report; and,,,,
general_requirements,S1,core_standard,32(ii)(b),S1 ¶32(ii)(b) p.35-35,general_requirements,general_requirements,shall,not_financial_specific,False,,,"Material information can be included in an entity ’s sustainability-related financial disclosures by cross-reference, provided that: the complete set of sustainability-related financial disclosures is not made less understandable by including information by cross-reference.",,,,
general_requirements,S1,core_standard,32(ii)(b),S1 ¶32(ii)(b) p.35-35,general_requirements,general_requirements,shall,not_financial_specific,False,,,If information required by an IFRS Sustainability Disclosure Standard is included by cross-reference: the cross-reference shall be to a precisely specified part of that report.,,,,
general_requirements,S1,core_standard,34(a),S1 ¶34(a) p.36-36,general_requirements,general_requirements;metrics_targets,shall,not_financial_specific,False,,B51,"Except as specified in paragraph B51, if an entity identifies new information in relation to the estimated amount disclosed in the preceding period and the new information provides evidence of circumstances that existed in that period, the entity shall: disclose a revised comparative amount that reflects that new information;",,,,
general_requirements,S1,core_standard,34(a),S1 ¶34(a) p.36-36,general_requirements,general_requirements;metrics_targets,shall,not_financial_specific,False,,,"If an entity redefines or replaces a metric in the reporting period, the entity shall: disclose a revised comparative amount, unless it is impracticable to do so;",,,,
general_requirements,S1,core_standard,34(b),S1 ¶34(b) p.36-36,general_requirements,general_requirements;metrics_targets,shall,not_financial_specific,False,,B51,"Except as specified in paragraph B51, if an entity identifies new information in relation to the estimated amount disclosed in the preceding period and the new information provides evidence of circumstances that existed in that period, the entity shall: disclose the difference between the amount disclosed in the preceding period and the revised comparative amount; and",,,,
general_requirements,S1,core_standard,34(b),S1 ¶34(b) p.36-36,general_requirements,general_requirements;metrics_targets,shall,not_financial_specific,False,,,"If an entity redefines or replaces a metric in the reporting period, the entity shall: explain the changes; and",,,,
general_requirements,S1,core_standard,34(c),S1 ¶34(c) p.36-36,general_requirements,general_requirements;metrics_targets,shall,not_financial_specific,False,,B51,"Except as specified in paragraph B51, if an entity identifies new information in relation to the estimated amount disclosed in the preceding period and the new information provides evidence of circumstances that existed in that period, the entity shall: explain the reasons for revising the comparative amount.",,,,
general_requirements,S1,core_standard,34(c),S1 ¶34(c) p.36-37,general_requirements,general_requirements;metrics_targets,shall,not_financial_specific,False,,,"If an entity introduces a new metric in the reporting period, it shall disclose a comparative amount for that metric unless it is impracticable to do so.",,,,
general_requirements,S1,core_standard,34(c),S1 ¶34(c) p.36-37,general_requirements,general_requirements;metrics_targets,shall,not_financial_specific,False,,,"If it is impracticable to revise a comparative amount for the preceding period, an entity shall disclose that fact.",,,,
general_requirements,S1,core_standard,34(a),S1 ¶34(a) p.37-37,general_requirements,general_requirements,shall,not_financial_specific,False,,,the nature of the prior period error;,,,,
general_requirements,S1,core_standard,34(b),S1 ¶34(b) p.37-37,general_requirements,general_requirements,shall,not_financial_specific,False,,,"the correction, to the extent practicable, for each prior period disclosed; and",,,,
general_requirements,S1,core_standard,34(c),S1 ¶34(c) p.37-37,general_requirements,general_requirements,shall,not_financial_specific,False,,,"if correction of the error is impracticable, the circumstances that led to the existence of that condition and a description of how and from when the error has been corrected.",,,,
general_requirements,S1,core_standard,34(c),S1 ¶34(c) p.37-37,general_requirements,general_requirements,shall,not_financial_specific,False,,,"When it is impracticable to determine the effect of an error on all prior periods presented, the entity shall restate the comparative information to correct the error from the earliest date practicable.",,,,
general_requirements,S1,core_standard,36,S1 ¶36 p.37-38,general_requirements,general_requirements,shall,not_financial_specific,False,,57,"This Standard requires (see paragraph 57) that in the absence of an IFRS Sustainability Disclosure Standard that specifically applies to a sustainability- related risk or opportunity, an entity shall apply judgement to identify information that:",,,,
general_requirements,S1,core_standard,36(a),S1 ¶36(a) p.38-38,general_requirements,general_requirements,shall,not_financial_specific,False,,,is relevant to the decision-making of users of general purpose financial reports; and,,,,
general_requirements,S1,core_standard,36(b),S1 ¶36(b) p.38-38,general_requirements,general_requirements,shall,not_financial_specific,False,,,faithfully represents that sustainability-related risk or opportunity.,,,,
general_requirements,S1,core_standard,36(b),S1 ¶36(b) p.38-39,general_requirements,general_requirements,shall,not_financial_specific,False,,C2;B27,"In applying the sources of guidance specified in paragraph C2, an entity shall not obscure material information required by IFRS Sustainability Disclosure Standards (see paragraph B27).",,,,
general_requirements,S1,core_standard,36(b),S1 ¶36(b) p.38-39,general_requirements,general_requirements,shall,not_financial_specific,False,,C2,"If an entity applies the sources of guidance specified in paragraph C2 without applying the requirements in IFRS Sustainability Disclosure Standards, the entity shall not make an explicit and unreserved statement of compliance with IFRS Sustainability Disclosure Standards.",,,,
general_requirements,S1,core_standard,38,S1 ¶38 p.39-41,general_requirements,general_requirements,shall,not_financial_specific,False,,,Sustainability-related financial information shall be neutral.,,,,
general_requirements,S1,core_standard,38,S1 ¶38 p.39-41,general_requirements,general_requirements,shall,not_financial_specific,False,,,Sustainability-related financial information shall be accurate.,,,,
general_requirements,S1,core_standard,38(a),S1 ¶38(a) p.41-41,general_requirements,general_requirements,shall,not_financial_specific,False,,,factual information is free from material error;,,,,
general_requirements,S1,core_standard,38(b),S1 ¶38(b) p.41-41,general_requirements,general_requirements,shall,not_financial_specific,False,,,descriptions are precise;,,,,
general_requirements,S1,core_standard,38(c),S1 ¶38(c) p.41-41,general_requirements,general_requirements,shall,not_financial_specific,False,,,"estimates, approximations and forecasts are clearly identified as such;",,,,
general_requirements,S1,core_standard,38(d),S1 ¶38(d) p.41-41,general_requirements,general_requirements,shall,not_financial_specific,False,,,"no material errors are made in selecting and applying an appropriate process for developing an estimate, approximation or forecast;",,,,
general_requirements,S1,core_standard,38(e),S1 ¶38(e) p.41-41,general_requirements,general_requirements,shall,not_financial_specific,False,,,assertions and inputs used in developing estimates are reasonable and based on information of sufficient quality and quantity; and,,,,
general_requirements,S1,core_standard,38(f),S1 ¶38(f) p.41-41,general_requirements,general_requirements,shall,not_financial_specific,False,,,information on judgements about the future faithfully reflects both those judgements and the information on which they are based.,,,,
general_requirements,S1,core_standard,40,S1 ¶40 p.41-42,general_requirements,general_requirements,shall,not_financial_specific,False,,,Sustainability-related financial disclosures shall be provided in a way that enhances comparability.,,,,
general_requirements,S1,core_standard,40,S1 ¶40 p.41-42,general_requirements,general_requirements,shall,not_financial_specific,False,,,Sustainability-related financial information shall be provided in a way that enhances its verifiability.,,,,
general_requirements,S1,core_standard,40,S1 ¶40 p.41-42,general_requirements,general_requirements,shall,not_financial_specific,False,,,Sustainability-related financial information shall be clear and concise.,,,,
general_requirements,S1,core_standard,40,S1 ¶40 p.41-42,general_requirements,general_requirements,shall,not_financial_specific,False,,,Any immaterial information included shall be provided in a way that avoids obscuring material information.,,,,
general_requirements,S1,core_standard,40,S1 ¶40 p.41-42,general_requirements,general_requirements,shall,not_financial_specific,False,,,An entity shall present such information as clearly as possible.,,,,
general_requirements,S1,core_standard,40,S1 ¶40 p.41-42,general_requirements,general_requirements,shall,not_financial_specific,False,,,"However, complex information about these risks and opportunities shall not be excluded from general purpose financial reports to make those reports easier to understand.",,,,
general_requirements,S1,core_standard,40,S1 ¶40 p.41-42,general_requirements,general_requirements,shall,not_financial_specific,False,,,"For sustainability-related financial information to be coherent, it shall be presented in a way that explains the context and the connections between the related items of information.",,,,
general_requirements,S1,core_standard,40(c),S1 ¶40(c) p.42-43,general_requirements,general_requirements,shall,not_financial_specific,False,,,"To help primary users decide whether to use such information, an entity shall describe the underlying assumptions and methods of producing the information, as well as other factors that provide evidence that the information reflects the actual plans or decisions made by the entity.",,,,
