report_section,standard,source_authority,paragraph,source_ref,primary_section,all_report_sections,obligation_type,applicability,applies_to_banks,metric_type,related_paragraphs,requirement_text,covered_in_draft,evidence_sentence,missing_data,qa_comment
industry_metrics,S2_IBG_CB,industry_guidance,5,S2_IBG_CB ¶5 p.5-5,risk_management,governance;risk_management;industry_metrics,shall,commercial_banking,True,FN-CB-410a.2,,Parties responsible for the day-to-day incorporation of ESG factors,,,,
industry_metrics,S2_IBG_CB,industry_guidance,5,S2_IBG_CB ¶5 p.5-5,risk_management,governance;risk_management;industry_metrics,shall,commercial_banking,True,FN-CB-410a.2,,Roles and responsibilities of employees involved,,,,
industry_metrics,S2_IBG_CB,industry_guidance,10,S2_IBG_CB ¶10 p.6-6,risk_management,strategy;risk_management;industry_metrics,shall,commercial_banking,True,FN-CB-410a.2,,The entity shall describe how ESG factors are incorporated in the assessment of and influence the entity’s views on:,,,,
industry_metrics,S2_IBG_CB,industry_guidance,10,S2_IBG_CB ¶10 p.6-6,risk_management,strategy;risk_management;industry_metrics,shall,commercial_banking,True,FN-CB-410a.2,,"Traditional macroeconomic factors such as the economic conditions, central bank monetary policy, industry trends, and geopolitical risks that affect creditworthiness of borrowers",,,,
industry_metrics,S2_IBG_CB,industry_guidance,10,S2_IBG_CB ¶10 p.6-6,risk_management,strategy;risk_management;industry_metrics,shall,commercial_banking,True,FN-CB-410a.2,,Traditional microeconomic factors such as supply and demand for products or services that affect financial conditions and operational results of borrowers as well as their creditworthiness,,,,
industry_metrics,S2_IBG_CB,industry_guidance,10,S2_IBG_CB ¶10 p.6-6,risk_management,risk_management;industry_metrics,shall,commercial_banking,True,FN-CB-410a.2,,Overall creditworthiness of a borrower,,,,
industry_metrics,S2_IBG_CB,industry_guidance,10,S2_IBG_CB ¶10 p.6-6,risk_management,risk_management;industry_metrics,shall,commercial_banking,True,FN-CB-410a.2,,Maturity or tenor of a loan,,,,
industry_metrics,S2_IBG_CB,industry_guidance,10,S2_IBG_CB ¶10 p.6-6,risk_management,risk_management;metrics_targets;industry_metrics,shall,commercial_banking,True,FN-CB-410a.2,,"Expected loss, including probability of default, exposure at default and loss given default",,,,
industry_metrics,S2_IBG_CB,industry_guidance,10,S2_IBG_CB ¶10 p.6-6,risk_management,risk_management;industry_metrics,shall,commercial_banking,True,FN-CB-410a.2,,Value of posted collateral,,,,
industry_metrics,S2_IBG_CB,industry_guidance,5,S2_IBG_CB ¶5 p.6-6,risk_management,risk_management;industry_metrics,shall,commercial_banking,True,FN-CB-410a.2,,Approach to ESG-related research,,,,
industry_metrics,S2_IBG_CB,industry_guidance,5,S2_IBG_CB ¶5 p.6-6,risk_management,risk_management;industry_metrics,shall,commercial_banking,True,FN-CB-410a.2,,Approach to incorporating ESG factors into assessing creditworthiness of borrowers,,,,
industry_metrics,S2_IBG_CB,industry_guidance,7,S2_IBG_CB ¶7 p.6-6,risk_management,strategy;risk_management;industry_metrics,shall,commercial_banking,True,FN-CB-410a.2,,The entity shall discuss whether it conducts scenario analysis or modelling in which the risk profile of future ESG trends is calculated at the portfolio level of commercial and industrial credit exposure.,,,,
industry_metrics,S2_IBG_CB,industry_guidance,8,S2_IBG_CB ¶8 p.6-6,risk_management,strategy;risk_management;industry_metrics,shall,commercial_banking,True,FN-CB-410a.2,,"The entity shall discuss ESG trends it considers apply broadly in terms of their effect on sectors and industries, as well as the trends it deems as sector- or industry-specific.",,,,
industry_metrics,S2_IBG_CB,industry_guidance,9,S2_IBG_CB ¶9 p.6-6,risk_management,risk_management;metrics_targets;industry_metrics,shall,commercial_banking,True,FN-CB-410a.2,,"The entity shall describe significant concentrations of credit exposure to ESG factors, which may include carbon-related assets, water-stressed regions and cybersecurity risks.",,,,
industry_metrics,S2_IBG_CB,industry_guidance,11,S2_IBG_CB ¶11 p.7-7,risk_management,risk_management;industry_metrics,should,commercial_banking,True,,,"Number of loans for which a review of environmental or social risks was performed, for example, by the entity ’s Environmental and Social Risk Management (ESRM) group",,,,
industry_metrics,S2_IBG_CB,industry_guidance,8,S2_IBG_CB ¶8 p.6-6,risk_management,strategy;risk_management;industry_metrics,may,commercial_banking,True,FN-CB-410a.2,,The entity may further provide the discussion in the context of geographical exposure of its commercial and industrial credit portfolio.,,,,
industry_metrics,S2_IBG_CB,industry_guidance,18,S2_IBG_CB ¶18 p.4-5,industry_metrics,metrics_targets;industry_metrics,shall,commercial_banking,True,FN-CB-000.B,FN-CB-000.B,Note to FN-CB-000.B – Mortgage loans as well as revolving credit loans shall be excluded from the scope of disclosure.,,,,
industry_metrics,S2_IBG_CB,industry_guidance,2,S2_IBG_CB ¶2 p.3-4,industry_metrics,strategy;risk_management;metrics_targets;industry_metrics,should,commercial_banking,True,FN-CB-410a.2,,"Description of approach to incorporation of environmental, social and governance (ESG) factors in credit analysis",,,,
industry_metrics,S2_IBG_CB,industry_guidance,2(1),S2_IBG_CB ¶2(1) p.4-4,industry_metrics,metrics_targets;industry_metrics,should,commercial_banking,True,,,Number and (2) value of checking and savings accounts by segment: (a) personal and (b) small business,,,,
industry_metrics,S2_IBG_CB,industry_guidance,FN-CB-000.A,S2_IBG_CB ¶FN-CB-000.A p.4-4,industry_metrics,metrics_targets;industry_metrics,should,commercial_banking,True,FN-CB-000.A,FN-CB-000.A,"FN-CB-000.A (1) Number and (2) value of loans by segment: (a) personal, (b) small business, and (c) corporate",,,,
industry_metrics,S2_IBG_CB,industry_guidance,11,S2_IBG_CB ¶11 p.6-6,industry_metrics,risk_management;metrics_targets;industry_metrics,may,commercial_banking,True,,,"The entity may disclose additional quantitative measures related to its approach to the incorporation of ESG factors in credit analysis, such as:",,,,
industry_metrics,S2_IBG_CB,industry_guidance,11,S2_IBG_CB ¶11 p.6-6,industry_metrics,risk_management;metrics_targets;industry_metrics,may,commercial_banking,True,,,Number of commercial and industrial loans and project finance screened according to the Equator Principles (EP III) (or equivalent) by EP Category,,,,
industry_metrics,S2_IBG_CB,industry_guidance,5,S2_IBG_CB ¶5 p.6-7,industry_metrics,risk_management;industry_metrics,may,commercial_banking,True,FN-CB-410a.2,,"11.2 Number of loans for which a review of environmental or social risks was performed, for example, by the entity’s Environmental and Social Risk Management (ESRM) group",,,,
