report_section,standard,source_authority,paragraph,source_ref,primary_section,all_report_sections,obligation_type,applicability,applies_to_banks,metric_type,related_paragraphs,requirement_text,covered_in_draft,evidence_sentence,missing_data,qa_comment
governance,S1,core_standard,S1(b)(i),S1 ¶S1(b)(i) p.11-11,governance,governance,shall,not_financial_specific,False,,,(i) whether the role is delegated to a specific management-level position or management-level committee and how oversight is exercised over that position or committee;,,,,
governance,S1,core_standard,S1(b)(ii),S1 ¶S1(b)(ii) p.11-11,governance,governance;risk_management,shall,not_financial_specific,False,,,"(ii) whether management uses controls and procedures to support the oversight of sustainability-related risks and opportunities and, if so, how these controls and procedures are integrated with other internal functions.",,,,
governance,S1,core_standard,S1(ii),S1 ¶S1(ii) p.11-11,governance,governance,shall,not_financial_specific,False,,,(ii) how the body(s) or individual(s) determines whether appropriate skills and competencies are available or will be developed to oversee strategies designed to respond to sustainability-related risks and opportunities;,,,,
governance,S1,core_standard,S1(iii),S1 ¶S1(iii) p.11-11,governance,governance,shall,not_financial_specific,False,,,(iii) how and how often the body(s) or individual(s) is informed about sustainability-related risks and opportunities;,,,,
governance,S1,core_standard,S1(iv),S1 ¶S1(iv) p.11-11,governance,governance;strategy;risk_management,shall,not_financial_specific,False,,,"(iv) how the body(s) or individual(s) takes into account sustainability-related risks and opportunities when overseeing the entity’s strategy, its decisions on major transactions and its risk management processes and related policies, including whether the body(s) or individual(s) has considered trade-offs associated with those risks and opportunities;",,,,
governance,S1,core_standard,S1(v),S1 ¶S1(v) p.11-11,governance,governance;metrics_targets,shall,not_financial_specific,False,,51,"(v) how the body(s) or individual(s) oversees the setting of targets related to sustainability-related risks and opportunities, and monitors progress towards those targets (see paragraph 51), including whether and how related performance metrics are included in remuneration policies.",,,,
governance,S2,core_standard,6(i),S2 ¶6(i) p.7-7,governance,governance,shall,not_financial_specific,False,,,"how responsibilities for climate-related risks and opportunities are reflected in the terms of reference, mandates, role descriptions and other related policies applicable to that body(s) or individual(s);",,,,
governance,S2,core_standard,6(ii),S2 ¶6(ii) p.7-7,governance,governance,shall,not_financial_specific,False,,,how the body(s) or individual(s) determines whether appropriate skills and competencies are available or will be developed to oversee strategies designed to respond to climate- related risks and opportunities;,,,,
governance,S2,core_standard,6(iii),S2 ¶6(iii) p.7-7,governance,governance,shall,not_financial_specific,False,,,how and how often the body(s) or individual(s) is informed about climate-related risks and opportunities;,,,,
governance,S2,core_standard,6(iv),S2 ¶6(iv) p.7-7,governance,governance;strategy;risk_management,shall,not_financial_specific,False,,,"how the body(s) or individual(s) takes into account climate- related risks and opportunities when overseeing the entity ’s strategy, its decisions on major transactions and its risk management processes and related policies, including whether the body(s) or individual(s) has considered trade-offs associated with those risks and opportunities; and",,,,
governance,S2,core_standard,6(v),S2 ¶6(v) p.7-7,governance,governance;metrics_targets,shall,not_financial_specific,False,,33;29(g),"how the body(s) or individual(s) oversees the setting of targets related to climate-related risks and opportunities, and monitors progress towards those targets (see paragraphs 33 –36), including whether and how related performance metrics are included in remuneration policies (see paragraph 29(g)).",,,,
governance,S2,core_standard,6(v)(b),S2 ¶6(v)(b) p.7-7,governance,governance,shall,not_financial_specific,False,,,"management ’s role in the governance processes, controls and procedures used to monitor, manage and oversee climate-related risks and opportunities, including information about:",,,,
governance,S2,core_standard,6(v)(b)(i),S2 ¶6(v)(b)(i) p.7-8,governance,governance,shall,not_financial_specific,False,,,"whether the role is delegated to a specific management-level position or management-level committee and how oversight is exercised over that position or committee; and (ii) whether management uses controls and procedures to support the oversight of climate-related risks and opportunities and, if so, how these controls and procedures are integrated with other internal functions.",,,,
governance,S2,core_standard,16(ii)(g)(i),S2 ¶16(ii)(g)(i) p.17-18,governance,governance,shall,not_financial_specific,False,,6(a)(v),a description of whether and how climate-related considerations are factored into executive remuneration (see also paragraph 6(a)(v));,,,,
governance,S2,core_standard,16(ii)(g)(i),S2 ¶16(ii)(g)(i) p.17-18,governance,governance;metrics_targets,shall,not_financial_specific,False,,,(ii) the percentage of executive management remuneration recognised in the current period that is linked to climate- related considerations.,,,,
governance,S2,core_standard,14(c),S2 ¶14(c) p.15-15,metrics_targets,governance;metrics_targets,shall,not_financial_specific,False,,33,"targets set by the entity, and any targets it is required to meet by law or regulation, to mitigate or adapt to climate-related risks or take advantage of climate-related opportunities, including metrics used by the governance body or management to measure progress towards these targets (see paragraphs 33–37).",,,,
governance,S2,core_standard,28(c),S2 ¶28(c) p.15-15,metrics_targets,governance;metrics_targets,shall,not_financial_specific,False,,33,"To achieve this objective, an entity shall disclose: (c) targets set by the entity, and any targets it is required to meet by law or regulation, to mitigate or adapt to climate-related risks or take advantage of climate-related opportunities, including metrics used by the governance body or management to measure progress towards these targets (see paragraphs 33–37).",,,,
governance,S2,core_standard,29(g)(i),S2 ¶29(g)(i) p.16-17,metrics_targets,governance;metrics_targets,shall,not_financial_specific,False,,6(a)(v),remuneration—the entity shall disclose: (g) (i) a description of whether and how climate-related considerations are factored into executive remuneration (see also paragraph 6(a)(v));,,,,
governance,S2,core_standard,29(g)(ii),S2 ¶29(g)(ii) p.16-17,metrics_targets,governance;metrics_targets,shall,not_financial_specific,False,,,remuneration—the entity shall disclose: (g) (ii) the percentage of executive management remuneration recognised in the current period that is linked to climate-related considerations.,,,,
governance,S2,core_standard,16(ii)(g),S2 ¶16(ii)(g) p.17-17,metrics_targets,governance;metrics_targets,shall,not_financial_specific,False,,,remuneration —the entity shall disclose:,,,,
governance,S2,core_standard,34(a),S2 ¶34(a) p.18-18,metrics_targets,governance;metrics_targets,shall,not_financial_specific,False,,,whether the target and the methodology for setting the target has been validated by a third party;,,,,
governance,S2,core_standard,34(b),S2 ¶34(b) p.18-18,metrics_targets,governance;metrics_targets,shall,not_financial_specific,False,,,the entity’s processes for reviewing the target;,,,,
governance,S2_IBG_CB,industry_guidance,6,S2_IBG_CB ¶6 p.6-6,governance,governance;risk_management;industry_metrics,shall,commercial_banking,True,FN-CB-410a.2,,The entity shall describe its oversight and accountability approach to the incorporation of ESG factors.,,,,
governance,S2_IBG_CB,industry_guidance,6,S2_IBG_CB ¶6 p.6-6,governance,governance;risk_management;industry_metrics,shall,commercial_banking,True,FN-CB-410a.2,,Formal oversight individuals or bodies involved,,,,
governance,S2_IBG_CB,industry_guidance,6,S2_IBG_CB ¶6 p.6-6,governance,governance;risk_management;industry_metrics,shall,commercial_banking,True,FN-CB-410a.2,,Criteria used in assessing the quality of ESG incorporation,,,,
governance,S2_IBG_CB,industry_guidance,3,S2_IBG_CB ¶3 p.5-5,risk_management,governance;risk_management;industry_metrics,shall,commercial_banking,True,FN-CB-410a.2,,The entity shall describe the policies that determine its approach to the incorporation of ESG factors in its credit analysis.,,,,
governance,S2_IBG_CB,industry_guidance,4,S2_IBG_CB ¶4 p.5-6,risk_management,governance;risk_management,shall,commercial_banking,True,FN-CB-410a.2,,5.1.3 Approach to ESG-related research,,,,
governance,S2_IBG_CB,industry_guidance,5,S2_IBG_CB ¶5 p.5-5,risk_management,governance;risk_management;industry_metrics,shall,commercial_banking,True,FN-CB-410a.2,,The entity shall describe its approach to implementation of the aspects of the entity’s ESG incorporation practices.,,,,
governance,S2_IBG_CB,industry_guidance,5,S2_IBG_CB ¶5 p.5-5,risk_management,governance;risk_management;industry_metrics,shall,commercial_banking,True,FN-CB-410a.2,,Parties responsible for the day-to-day incorporation of ESG factors,,,,
governance,S2_IBG_CB,industry_guidance,5,S2_IBG_CB ¶5 p.5-5,risk_management,governance;risk_management;industry_metrics,shall,commercial_banking,True,FN-CB-410a.2,,Roles and responsibilities of employees involved,,,,
governance,S2_IBG_CB,industry_guidance,5,S2_IBG_CB ¶5 p.5-5,risk_management,governance;risk_management,shall,commercial_banking,True,FN-CB-410a.2,,The description shall include:,,,,
