requirement_id,standard,paragraph_id,page,report_section,official_section_heading,nearest_pdf_heading,clean_requirement_text,source_paragraph_text,clause_path,obligation_type,mandatory,evidence_tags,banking_relevance,paragraph_quality_score,requirement_quality_score
IFRS_S1_20_C01,IFRS S1,20,9,General Requirements,Reporting entity,Reporting entity,An entity’s sustainability-related financial disclosures shall be for the same reporting entity as the related financial statements (see paragraph B38).,An entity’s sustainability-related financial disclosures shall be for the same reporting entity as the related financial statements (see paragraph B38).,,mandatory,True,"[""connected_information""]",general,1.0,1.0
IFRS_S1_21_C01,IFRS S1,21,9,General Requirements,Connected information,Connected information,An entity shall provide information in a manner that enables users of general purpose financial reports to understand the following types of connections — (a) the connections between the items to which the information relates —such as connections between various sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s prospects,"An entity shall provide information in a manner that enables users of general purpose financial reports to understand the following types of connections: (a) the connections between the items to which the information relates —such as connections between various sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s prospects; and (b) the connections between disclosures provided by the entity: (i) within its sustainability-related financial disclosures—such as connections between disclosures on governance, strategy, risk management and metrics and targets; and (ii) across its sustainability-related financial disclosures and other general purpose financial reports published by the entity —such as its related financial statements (see paragraphs B39–B44).",(a),mandatory,True,"[""connected_information""]",general,1.0,1.0
IFRS_S1_21_C03,IFRS S1,21,9,General Requirements,Connected information,Connected information,"An entity shall provide information in a manner that enables users of general purpose financial reports to understand the following types of connections — (b) the connections between disclosures provided by the entity: — (i) within its sustainability-related financial disclosures—such as connections between disclosures on governance, strategy, risk management and metrics and targets","An entity shall provide information in a manner that enables users of general purpose financial reports to understand the following types of connections: (a) the connections between the items to which the information relates —such as connections between various sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s prospects; and (b) the connections between disclosures provided by the entity: (i) within its sustainability-related financial disclosures—such as connections between disclosures on governance, strategy, risk management and metrics and targets; and (ii) across its sustainability-related financial disclosures and other general purpose financial reports published by the entity —such as its related financial statements (see paragraphs B39–B44).",(b)>(i),mandatory,True,"[""metrics"", ""targets"", ""connected_information""]",general,1.0,1.0
IFRS_S1_21_C04,IFRS S1,21,9,General Requirements,Connected information,Connected information,An entity shall provide information in a manner that enables users of general purpose financial reports to understand the following types of connections — (b) the connections between disclosures provided by the entity: — (ii) across its sustainability-related financial disclosures and other general purpose financial reports published by the entity —such as its related financial statements (see paragraphs B39–B44).,"An entity shall provide information in a manner that enables users of general purpose financial reports to understand the following types of connections: (a) the connections between the items to which the information relates —such as connections between various sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s prospects; and (b) the connections between disclosures provided by the entity: (i) within its sustainability-related financial disclosures—such as connections between disclosures on governance, strategy, risk management and metrics and targets; and (ii) across its sustainability-related financial disclosures and other general purpose financial reports published by the entity —such as its related financial statements (see paragraphs B39–B44).",(b)>(ii),mandatory,True,"[""connected_information""]",general,1.0,1.0
IFRS_S1_22_C01,IFRS S1,22,9,General Requirements,Connected information,Connected information,An entity shall identify the financial statements to which the sustainability-related financial disclosures relate.,An entity shall identify the financial statements to which the sustainability-related financial disclosures relate.,,mandatory,True,"[""connected_information""]",general,1.0,1.0
IFRS_S1_23_C01,IFRS S1,23,10,General Requirements,Connected information,Connected information,Data and assumptions used in preparing the sustainability-related financial disclosures shall be consistent—to the extent possible considering the requirements of IFRS Accounting Standards or other applicable GAAP— with the corresponding data and assumptions used in preparing the related financial statements (see paragraph B42).,Data and assumptions used in preparing the sustainability-related financial disclosures shall be consistent—to the extent possible considering the requirements of IFRS Accounting Standards or other applicable GAAP— with the corresponding data and assumptions used in preparing the related financial statements (see paragraph B42).,,mandatory,True,"[""connected_information""]",general,1.0,1.0
IFRS_S1_24_C01,IFRS S1,24,10,General Requirements,Connected information,Connected information,"When currency is specified as the unit of measure in the sustainability-related financial disclosures, the entity shall use the presentation currency of its related financial statements.","When currency is specified as the unit of measure in the sustainability-related financial disclosures, the entity shall use the presentation currency of its related financial statements.",,mandatory,True,"[""connected_information""]",general,1.0,1.0
IFRS_S1_25_C01,IFRS S1,25,10,General Requirements,CORE CONTENT,Core content,"Unless another IFRS Sustainability Disclosure Standard permits or requires otherwise in specified circumstances, an entity shall provide disclosures about — (a) governance—the governance processes, controls and procedures the entity uses to monitor and manage sustainability-related risks and opportunities (see paragraphs 26–27)","Unless another IFRS Sustainability Disclosure Standard permits or requires otherwise in specified circumstances, an entity shall provide disclosures about: (a) governance—the governance processes, controls and procedures the entity uses to monitor and manage sustainability-related risks and opportunities (see paragraphs 26–27); (b) strategy—the approach the entity uses to manage sustainability-related risks and opportunities (see paragraphs 28–42); (c) risk management—the processes the entity uses to identify, assess, prioritise and monitor sustainability-related risks and opportunities (see paragraphs 43–44); and (d) metrics and targets—the entity’s performance in relation to sustainability-related risks and opportunities, including progress towards any targets the entity has set or is required to meet by law or regulation (see paragraphs 45–53).",(a),mandatory,True,[],general,1.0,1.0
IFRS_S1_25_C02,IFRS S1,25,10,General Requirements,CORE CONTENT,Core content,"Unless another IFRS Sustainability Disclosure Standard permits or requires otherwise in specified circumstances, an entity shall provide disclosures about — (b) strategy—the approach the entity uses to manage sustainability-related risks and opportunities (see paragraphs 28–42)","Unless another IFRS Sustainability Disclosure Standard permits or requires otherwise in specified circumstances, an entity shall provide disclosures about: (a) governance—the governance processes, controls and procedures the entity uses to monitor and manage sustainability-related risks and opportunities (see paragraphs 26–27); (b) strategy—the approach the entity uses to manage sustainability-related risks and opportunities (see paragraphs 28–42); (c) risk management—the processes the entity uses to identify, assess, prioritise and monitor sustainability-related risks and opportunities (see paragraphs 43–44); and (d) metrics and targets—the entity’s performance in relation to sustainability-related risks and opportunities, including progress towards any targets the entity has set or is required to meet by law or regulation (see paragraphs 45–53).",(b),mandatory,True,[],general,1.0,1.0
IFRS_S1_25_C03,IFRS S1,25,10,General Requirements,CORE CONTENT,Core content,"Unless another IFRS Sustainability Disclosure Standard permits or requires otherwise in specified circumstances, an entity shall provide disclosures about — (c) risk management—the processes the entity uses to identify, assess, prioritise and monitor sustainability-related risks and opportunities (see paragraphs 43–44)","Unless another IFRS Sustainability Disclosure Standard permits or requires otherwise in specified circumstances, an entity shall provide disclosures about: (a) governance—the governance processes, controls and procedures the entity uses to monitor and manage sustainability-related risks and opportunities (see paragraphs 26–27); (b) strategy—the approach the entity uses to manage sustainability-related risks and opportunities (see paragraphs 28–42); (c) risk management—the processes the entity uses to identify, assess, prioritise and monitor sustainability-related risks and opportunities (see paragraphs 43–44); and (d) metrics and targets—the entity’s performance in relation to sustainability-related risks and opportunities, including progress towards any targets the entity has set or is required to meet by law or regulation (see paragraphs 45–53).",(c),mandatory,True,"[""risk_process""]",general,1.0,1.0
IFRS_S1_25_C04,IFRS S1,25,10,General Requirements,CORE CONTENT,Core content,"Unless another IFRS Sustainability Disclosure Standard permits or requires otherwise in specified circumstances, an entity shall provide disclosures about — (d) metrics and targets—the entity’s performance in relation to sustainability-related risks and opportunities, including progress towards any targets the entity has set or is required to meet by law or regulation (see paragraphs 45–53).","Unless another IFRS Sustainability Disclosure Standard permits or requires otherwise in specified circumstances, an entity shall provide disclosures about: (a) governance—the governance processes, controls and procedures the entity uses to monitor and manage sustainability-related risks and opportunities (see paragraphs 26–27); (b) strategy—the approach the entity uses to manage sustainability-related risks and opportunities (see paragraphs 28–42); (c) risk management—the processes the entity uses to identify, assess, prioritise and monitor sustainability-related risks and opportunities (see paragraphs 43–44); and (d) metrics and targets—the entity’s performance in relation to sustainability-related risks and opportunities, including progress towards any targets the entity has set or is required to meet by law or regulation (see paragraphs 45–53).",(d),mandatory,True,"[""metrics"", ""targets""]",general,1.0,1.0
IFRS_S1_27_C02,IFRS S1,27,10,Governance,Governance,Governance,"To achieve this objective, an entity shall disclose information about — (a) the governance body(s) (which can include a board, committee or equivalent body charged with governance) or individual(s) responsible for oversight of sustainability-related risks and opportunities. Specifically, the entity shall identify that body(s) or individual(s) and disclose information about: — (i) how responsibilities for sustainability-related risks and opportunities are reflected in the terms of reference, mandates, role descriptions and other related policies applicable to that body(s) or individual(s)","To achieve this objective, an entity shall disclose information about: (a) the governance body(s) (which can include a board, committee or equivalent body charged with governance) or individual(s) responsible for oversight of sustainability-related risks and opportunities. Specifically, the entity shall identify that body(s) or individual(s) and disclose information about: (i) how responsibilities for sustainability-related risks and opportunities are reflected in the terms of reference, mandates, role descriptions and other related policies applicable to that body(s) or individual(s); (ii) how the body(s) or individual(s) determines whether appropriate skills and competencies are available or will be developed to oversee strategies designed to respond to sustainability-related risks and opportunities; (iii) how and how often the body(s) or individual(s) is informed about sustainability-related risks and opportunities; (iv) how the body(s) or individual(s) takes into account sustainability-related risks and opportunities when overseeing the entity’s strategy, its decisions on major transactions and its risk management processes and related policies, including whether the body(s) or individual(s) has considered trade-offs associated with those risks and opportunities; and (v) how the body(s) or individual(s) oversees the setting of targets related to sustainability-related risks and opportunities, and monitors progress towards those targets (see paragraph 51), including whether and how related performance metrics are included in remuneration policies. (b) management’s role in the governance processes, controls and procedures used to monitor, manage and oversee sustainability-related risks and opportunities, including information about: (i) whether the role is delegated to a specific management-level position or management-level committee and how oversight is exercised over that position or committee; and (ii) whether management uses controls and procedures to support the oversight of sustainability-related risks and opportunities and, if so, how these controls and procedures are integrated with other internal functions.",(a)>(i),mandatory,True,"[""governance_body""]",general,1.0,1.0
IFRS_S1_27_C03,IFRS S1,27,10,Governance,Governance,Governance,"To achieve this objective, an entity shall disclose information about — (a) the governance body(s) (which can include a board, committee or equivalent body charged with governance) or individual(s) responsible for oversight of sustainability-related risks and opportunities. Specifically, the entity shall identify that body(s) or individual(s) and disclose information about: — (ii) how the body(s) or individual(s) determines whether appropriate skills and competencies are available or will be developed to oversee strategies designed to respond to sustainability-related risks and opportunities","To achieve this objective, an entity shall disclose information about: (a) the governance body(s) (which can include a board, committee or equivalent body charged with governance) or individual(s) responsible for oversight of sustainability-related risks and opportunities. Specifically, the entity shall identify that body(s) or individual(s) and disclose information about: (i) how responsibilities for sustainability-related risks and opportunities are reflected in the terms of reference, mandates, role descriptions and other related policies applicable to that body(s) or individual(s); (ii) how the body(s) or individual(s) determines whether appropriate skills and competencies are available or will be developed to oversee strategies designed to respond to sustainability-related risks and opportunities; (iii) how and how often the body(s) or individual(s) is informed about sustainability-related risks and opportunities; (iv) how the body(s) or individual(s) takes into account sustainability-related risks and opportunities when overseeing the entity’s strategy, its decisions on major transactions and its risk management processes and related policies, including whether the body(s) or individual(s) has considered trade-offs associated with those risks and opportunities; and (v) how the body(s) or individual(s) oversees the setting of targets related to sustainability-related risks and opportunities, and monitors progress towards those targets (see paragraph 51), including whether and how related performance metrics are included in remuneration policies. (b) management’s role in the governance processes, controls and procedures used to monitor, manage and oversee sustainability-related risks and opportunities, including information about: (i) whether the role is delegated to a specific management-level position or management-level committee and how oversight is exercised over that position or committee; and (ii) whether management uses controls and procedures to support the oversight of sustainability-related risks and opportunities and, if so, how these controls and procedures are integrated with other internal functions.",(a)>(ii),mandatory,True,"[""governance_body""]",general,1.0,1.0
IFRS_S1_27_C04,IFRS S1,27,10,Governance,Governance,Governance,"To achieve this objective, an entity shall disclose information about — (a) the governance body(s) (which can include a board, committee or equivalent body charged with governance) or individual(s) responsible for oversight of sustainability-related risks and opportunities. Specifically, the entity shall identify that body(s) or individual(s) and disclose information about: — (iii) how and how often the body(s) or individual(s) is informed about sustainability-related risks and opportunities","To achieve this objective, an entity shall disclose information about: (a) the governance body(s) (which can include a board, committee or equivalent body charged with governance) or individual(s) responsible for oversight of sustainability-related risks and opportunities. Specifically, the entity shall identify that body(s) or individual(s) and disclose information about: (i) how responsibilities for sustainability-related risks and opportunities are reflected in the terms of reference, mandates, role descriptions and other related policies applicable to that body(s) or individual(s); (ii) how the body(s) or individual(s) determines whether appropriate skills and competencies are available or will be developed to oversee strategies designed to respond to sustainability-related risks and opportunities; (iii) how and how often the body(s) or individual(s) is informed about sustainability-related risks and opportunities; (iv) how the body(s) or individual(s) takes into account sustainability-related risks and opportunities when overseeing the entity’s strategy, its decisions on major transactions and its risk management processes and related policies, including whether the body(s) or individual(s) has considered trade-offs associated with those risks and opportunities; and (v) how the body(s) or individual(s) oversees the setting of targets related to sustainability-related risks and opportunities, and monitors progress towards those targets (see paragraph 51), including whether and how related performance metrics are included in remuneration policies. (b) management’s role in the governance processes, controls and procedures used to monitor, manage and oversee sustainability-related risks and opportunities, including information about: (i) whether the role is delegated to a specific management-level position or management-level committee and how oversight is exercised over that position or committee; and (ii) whether management uses controls and procedures to support the oversight of sustainability-related risks and opportunities and, if so, how these controls and procedures are integrated with other internal functions.",(a)>(iii),mandatory,True,"[""governance_body""]",general,1.0,1.0
IFRS_S1_27_C05,IFRS S1,27,10,Governance,Governance,Governance,"To achieve this objective, an entity shall disclose information about — (a) the governance body(s) (which can include a board, committee or equivalent body charged with governance) or individual(s) responsible for oversight of sustainability-related risks and opportunities. Specifically, the entity shall identify that body(s) or individual(s) and disclose information about: — (iv) how the body(s) or individual(s) takes into account sustainability-related risks and opportunities when overseeing the entity’s strategy, its decisions on major transactions and its risk management processes and related policies, including whether the body(s) or individual(s) has considered trade-offs associated with those risks and opportunities","To achieve this objective, an entity shall disclose information about: (a) the governance body(s) (which can include a board, committee or equivalent body charged with governance) or individual(s) responsible for oversight of sustainability-related risks and opportunities. Specifically, the entity shall identify that body(s) or individual(s) and disclose information about: (i) how responsibilities for sustainability-related risks and opportunities are reflected in the terms of reference, mandates, role descriptions and other related policies applicable to that body(s) or individual(s); (ii) how the body(s) or individual(s) determines whether appropriate skills and competencies are available or will be developed to oversee strategies designed to respond to sustainability-related risks and opportunities; (iii) how and how often the body(s) or individual(s) is informed about sustainability-related risks and opportunities; (iv) how the body(s) or individual(s) takes into account sustainability-related risks and opportunities when overseeing the entity’s strategy, its decisions on major transactions and its risk management processes and related policies, including whether the body(s) or individual(s) has considered trade-offs associated with those risks and opportunities; and (v) how the body(s) or individual(s) oversees the setting of targets related to sustainability-related risks and opportunities, and monitors progress towards those targets (see paragraph 51), including whether and how related performance metrics are included in remuneration policies. (b) management’s role in the governance processes, controls and procedures used to monitor, manage and oversee sustainability-related risks and opportunities, including information about: (i) whether the role is delegated to a specific management-level position or management-level committee and how oversight is exercised over that position or committee; and (ii) whether management uses controls and procedures to support the oversight of sustainability-related risks and opportunities and, if so, how these controls and procedures are integrated with other internal functions.",(a)>(iv),mandatory,True,"[""governance_body"", ""risk_process""]",general,1.0,1.0
IFRS_S1_27_C06,IFRS S1,27,10,Governance,Governance,Governance,"To achieve this objective, an entity shall disclose information about — (a) the governance body(s) (which can include a board, committee or equivalent body charged with governance) or individual(s) responsible for oversight of sustainability-related risks and opportunities. Specifically, the entity shall identify that body(s) or individual(s) and disclose information about: — (v) how the body(s) or individual(s) oversees the setting of targets related to sustainability-related risks and opportunities, and monitors progress towards those targets (see paragraph 51), including whether and how related performance metrics are included in remuneration policies.","To achieve this objective, an entity shall disclose information about: (a) the governance body(s) (which can include a board, committee or equivalent body charged with governance) or individual(s) responsible for oversight of sustainability-related risks and opportunities. Specifically, the entity shall identify that body(s) or individual(s) and disclose information about: (i) how responsibilities for sustainability-related risks and opportunities are reflected in the terms of reference, mandates, role descriptions and other related policies applicable to that body(s) or individual(s); (ii) how the body(s) or individual(s) determines whether appropriate skills and competencies are available or will be developed to oversee strategies designed to respond to sustainability-related risks and opportunities; (iii) how and how often the body(s) or individual(s) is informed about sustainability-related risks and opportunities; (iv) how the body(s) or individual(s) takes into account sustainability-related risks and opportunities when overseeing the entity’s strategy, its decisions on major transactions and its risk management processes and related policies, including whether the body(s) or individual(s) has considered trade-offs associated with those risks and opportunities; and (v) how the body(s) or individual(s) oversees the setting of targets related to sustainability-related risks and opportunities, and monitors progress towards those targets (see paragraph 51), including whether and how related performance metrics are included in remuneration policies. (b) management’s role in the governance processes, controls and procedures used to monitor, manage and oversee sustainability-related risks and opportunities, including information about: (i) whether the role is delegated to a specific management-level position or management-level committee and how oversight is exercised over that position or committee; and (ii) whether management uses controls and procedures to support the oversight of sustainability-related risks and opportunities and, if so, how these controls and procedures are integrated with other internal functions.",(a)>(v),mandatory,True,"[""governance_body"", ""metrics"", ""targets"", ""remuneration""]",general,1.0,1.0
IFRS_S1_27_C08,IFRS S1,27,10,Governance,Governance,Governance,"To achieve this objective, an entity shall disclose information about — (b) management’s role in the governance processes, controls and procedures used to monitor, manage and oversee sustainability-related risks and opportunities, including information about: — (i) whether the role is delegated to a specific management-level position or management-level committee and how oversight is exercised over that position or committee","To achieve this objective, an entity shall disclose information about: (a) the governance body(s) (which can include a board, committee or equivalent body charged with governance) or individual(s) responsible for oversight of sustainability-related risks and opportunities. Specifically, the entity shall identify that body(s) or individual(s) and disclose information about: (i) how responsibilities for sustainability-related risks and opportunities are reflected in the terms of reference, mandates, role descriptions and other related policies applicable to that body(s) or individual(s); (ii) how the body(s) or individual(s) determines whether appropriate skills and competencies are available or will be developed to oversee strategies designed to respond to sustainability-related risks and opportunities; (iii) how and how often the body(s) or individual(s) is informed about sustainability-related risks and opportunities; (iv) how the body(s) or individual(s) takes into account sustainability-related risks and opportunities when overseeing the entity’s strategy, its decisions on major transactions and its risk management processes and related policies, including whether the body(s) or individual(s) has considered trade-offs associated with those risks and opportunities; and (v) how the body(s) or individual(s) oversees the setting of targets related to sustainability-related risks and opportunities, and monitors progress towards those targets (see paragraph 51), including whether and how related performance metrics are included in remuneration policies. (b) management’s role in the governance processes, controls and procedures used to monitor, manage and oversee sustainability-related risks and opportunities, including information about: (i) whether the role is delegated to a specific management-level position or management-level committee and how oversight is exercised over that position or committee; and (ii) whether management uses controls and procedures to support the oversight of sustainability-related risks and opportunities and, if so, how these controls and procedures are integrated with other internal functions.",(b)>(i),mandatory,True,"[""governance_body"", ""management_role""]",general,1.0,1.0
IFRS_S1_27_C09,IFRS S1,27,10,Governance,Governance,Governance,"To achieve this objective, an entity shall disclose information about — (b) management’s role in the governance processes, controls and procedures used to monitor, manage and oversee sustainability-related risks and opportunities, including information about: — (ii) whether management uses controls and procedures to support the oversight of sustainability-related risks and opportunities and, if so, how these controls and procedures are integrated with other internal functions.","To achieve this objective, an entity shall disclose information about: (a) the governance body(s) (which can include a board, committee or equivalent body charged with governance) or individual(s) responsible for oversight of sustainability-related risks and opportunities. Specifically, the entity shall identify that body(s) or individual(s) and disclose information about: (i) how responsibilities for sustainability-related risks and opportunities are reflected in the terms of reference, mandates, role descriptions and other related policies applicable to that body(s) or individual(s); (ii) how the body(s) or individual(s) determines whether appropriate skills and competencies are available or will be developed to oversee strategies designed to respond to sustainability-related risks and opportunities; (iii) how and how often the body(s) or individual(s) is informed about sustainability-related risks and opportunities; (iv) how the body(s) or individual(s) takes into account sustainability-related risks and opportunities when overseeing the entity’s strategy, its decisions on major transactions and its risk management processes and related policies, including whether the body(s) or individual(s) has considered trade-offs associated with those risks and opportunities; and (v) how the body(s) or individual(s) oversees the setting of targets related to sustainability-related risks and opportunities, and monitors progress towards those targets (see paragraph 51), including whether and how related performance metrics are included in remuneration policies. (b) management’s role in the governance processes, controls and procedures used to monitor, manage and oversee sustainability-related risks and opportunities, including information about: (i) whether the role is delegated to a specific management-level position or management-level committee and how oversight is exercised over that position or committee; and (ii) whether management uses controls and procedures to support the oversight of sustainability-related risks and opportunities and, if so, how these controls and procedures are integrated with other internal functions.",(b)>(ii),mandatory,True,"[""management_role""]",general,1.0,1.0
IFRS_S1_29_C01,IFRS S1,29,11,Strategy,Strategy,Strategy,"Specifically, an entity shall disclose information to enable users of general purpose financial reports to understand — (a) the sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s prospects (see paragraphs 30–31)","Specifically, an entity shall disclose information to enable users of general purpose financial reports to understand: (a) the sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s prospects (see paragraphs 30–31); (b) the current and anticipated effects of those sustainability-related risks and opportunities on the entity’s business model and value chain (see paragraph 32); (c) the effects of those sustainability-related risks and opportunities on the entity’s strategy and decision-making (see paragraph 33); (d) the effects of those sustainability-related risks and opportunities on the entity’s financial position, financial performance and cash flows for the reporting period, and their anticipated effects on the entity’s financial position, financial performance and cash flows over the short, medium and long term, taking into consideration how those sustainability-related risks and opportunities have been factored into the entityʼs financial planning (see paragraphs 34–40); and (e) the resilience of the entity’s strategy and its business model to those sustainability-related risks (see paragraphs 41–42).",(a),mandatory,True,[],general,1.0,1.0
IFRS_S1_29_C02,IFRS S1,29,11,Strategy,Strategy,Strategy,"Specifically, an entity shall disclose information to enable users of general purpose financial reports to understand — (b) the current and anticipated effects of those sustainability-related risks and opportunities on the entity’s business model and value chain (see paragraph 32)","Specifically, an entity shall disclose information to enable users of general purpose financial reports to understand: (a) the sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s prospects (see paragraphs 30–31); (b) the current and anticipated effects of those sustainability-related risks and opportunities on the entity’s business model and value chain (see paragraph 32); (c) the effects of those sustainability-related risks and opportunities on the entity’s strategy and decision-making (see paragraph 33); (d) the effects of those sustainability-related risks and opportunities on the entity’s financial position, financial performance and cash flows for the reporting period, and their anticipated effects on the entity’s financial position, financial performance and cash flows over the short, medium and long term, taking into consideration how those sustainability-related risks and opportunities have been factored into the entityʼs financial planning (see paragraphs 34–40); and (e) the resilience of the entity’s strategy and its business model to those sustainability-related risks (see paragraphs 41–42).",(b),mandatory,True,"[""business_model_value_chain""]",general,1.0,1.0
IFRS_S1_29_C03,IFRS S1,29,11,Strategy,Strategy,Strategy,"Specifically, an entity shall disclose information to enable users of general purpose financial reports to understand — (c) the effects of those sustainability-related risks and opportunities on the entity’s strategy and decision-making (see paragraph 33)","Specifically, an entity shall disclose information to enable users of general purpose financial reports to understand: (a) the sustainability-related risks and opportunities that could reasonably be expected to affect the entity’s prospects (see paragraphs 30–31); (b) the current and anticipated effects of those sustainability-related risks and opportunities on the entity’s business model and value chain (see paragraph 32); (c) the effects of those sustainability-related risks and opportunities on the entity’s strategy and decision-making (see paragraph 33); (d) the effects of those sustainability-related risks and opportunities on the entity’s financial position, financial performance and cash flows for the reporting period, and their anticipated effects on the entity’s financial position, financial performance and cash flows over the short, medium and long term, taking into consideration how those sustainability-related risks and opportunities have been factored into the entityʼs financial planning (see paragraphs 34–40); and (e) the resilience of the entity’s strategy and its business model to those sustainability-related risks (see paragraphs 41–42).",(c),mandatory,True,"[""strategy_decision_making""]",general,1.0,1.0
